basis	query_chrom	target_chrom	query_start	query_end	bp	windows	mean_delta	max_delta	mean_inter_identity	mean_same_identity
10:10	chr21	chr13	3048000	3050000	2000	1	0.099573	0.099573	0.987026	0.887453
10:10	chr21	chr14	3054000	3056000	2000	1	0.218382	0.218382	0.997754	0.779371
10:10	chr21	chr13	3060000	3062000	2000	1	0.003736	0.003736	0.997004	0.993268
10:10	chr21	chr15	3064000	3066000	2000	1	0.002494	0.002494	0.999750	0.997256
10:10	chr21	chr13	3066000	3068000	2000	1	0.002496	0.002496	1.000000	0.997504
10:10	chr21	chr14	3068000	3070000	2000	1	0.000500	0.000500	1.000000	0.999500
10:10	chr21	chr15	3070000	3072000	2000	1	0.000500	0.000500	0.999500	0.999000
10:10	chr21	chr15	3090000	3092000	2000	1	0.000500	0.000500	0.998749	0.998249
10:10	chr21	chr15	3102000	3104000	2000	1	0.000497	0.000497	0.998999	0.998502
10:10	chr21	chr15	3108000	3110000	2000	1	0.000250	0.000250	0.999750	0.999500
10:10	chr21	chr14	3110000	3112000	2000	1	0.000510	0.000510	0.997501	0.996991
10:10	chr21	chr14	3116000	3118000	2000	1	0.000250	0.000250	0.999750	0.999500
10:10	chr21	chr13	3122000	3124000	2000	1	0.000500	0.000500	1.000000	0.999500
10:10	chr21	chr15	5806000	5808000	2000	1	0.317935	0.317935	0.522603	0.204668
10:10	chr21	chr17	5920000	5922000	2000	1	0.542468	0.542468	0.694622	0.152154
10:10	chr21	chr13	5950000	5952000	2000	1	0.000500	0.000500	0.997000	0.996500
10:10	chr21	chr13	5954000	5956000	2000	1	0.000754	0.000754	0.998002	0.997248
10:10	chr21	chr13	5976000	5978000	2000	1	0.002000	0.002000	0.998500	0.996500
10:10	chr21	chr13	5994000	5996000	2000	1	0.000500	0.000500	0.998500	0.998000
10:10	chr21	chr13	5998000	6000000	2000	1	0.001002	0.001002	0.998251	0.997249
10:10	chr21	chr13	6002000	6004000	2000	1	0.001248	0.001248	0.999000	0.997752
10:10	chr21	chr14	6028000	6030000	2000	1	0.001010	0.001010	0.992986	0.991976
10:10	chr21	chr13	6036000	6038000	2000	1	0.003497	0.003497	0.996997	0.993500
10:10	chr21	chr14	6038000	6040000	2000	1	0.005823	0.005823	0.995000	0.989177
10:10	chr21	chr13	6046000	6048000	2000	1	0.001000	0.001000	0.998500	0.997500
10:10	chr21	chr14	6060000	6062000	2000	1	0.000250	0.000250	0.998750	0.998500
10:10	chr21	chr13	6062000	6064000	2000	1	0.002500	0.002500	0.999000	0.996500
10:10	chr21	chr14	6080000	6082000	2000	1	0.005913	0.005913	0.996247	0.990335
10:10	chr21	chr13	6084000	6086000	2000	1	0.000251	0.000251	0.997000	0.996749
10:10	chr21	chr13	6096000	6098000	2000	1	0.000751	0.000751	0.994751	0.994000
10:10	chr21	chr13	6100000	6102000	2000	1	0.001000	0.001000	0.997500	0.996500
10:10	chr21	chr13	6106000	6108000	2000	1	0.000500	0.000500	0.996749	0.996249
10:10	chr21	chr4	6136000	6138000	2000	1	0.060325	0.060325	0.927047	0.866723
10:10	chr21	chr13	6144000	6146000	2000	1	0.002500	0.002500	0.998500	0.996000
10:10	chr21	chr13	6150000	6152000	2000	1	0.000500	0.000500	0.999500	0.999000
10:10	chr21	chr14	6152000	6154000	2000	1	0.000500	0.000500	0.998500	0.998000
10:10	chr21	chr14	6160000	6162000	2000	1	0.010412	0.010412	0.970830	0.960418
10:10	chr21	chr14	6176000	6178000	2000	1	0.001000	0.001000	0.999000	0.998000
10:10	chr21	chr13	6178000	6180000	2000	1	0.000501	0.000501	0.998750	0.998250
10:10	chr21	chr13	6182000	6184000	2000	1	0.000683	0.000683	0.992723	0.992040
10:10	chr21	chr14	6186000	6188000	2000	1	0.002998	0.002998	0.998500	0.995502
10:10	chr21	chr13	6188000	6190000	2000	1	0.000748	0.000748	0.997749	0.997001
10:10	chr21	chr14	6190000	6192000	2000	1	0.002500	0.002500	0.998000	0.995500
10:10	chr21	chr13	6200000	6202000	2000	1	0.000498	0.000498	0.997500	0.997001
10:10	chr21	chr13	6204000	6206000	2000	1	0.000251	0.000251	0.997000	0.996749
10:10	chr21	chr14	6224000	6226000	2000	1	0.000248	0.000248	0.998750	0.998502
10:10	chr21	chr14	6236000	6238000	2000	1	0.004479	0.004479	0.997001	0.992522
10:10	chr21	chr14	6246000	6248000	2000	1	0.000254	0.000254	0.997001	0.996748
10:10	chr21	chr14	6254000	6256000	2000	1	0.004847	0.004847	0.994257	0.989410
10:10	chr21	chr13	6256000	6258000	2000	1	0.001000	0.001000	0.998500	0.997500
10:10	chr21	chr13	6264000	6266000	2000	1	0.001750	0.001750	0.998251	0.996500
10:10	chr21	chr13	6280000	6282000	2000	1	0.330372	0.330372	0.972417	0.642045
10:10	chr21	chr13	6378000	6380000	2000	1	0.000749	0.000749	0.997001	0.996253
10:10	chr21	chr13	6418000	6420000	2000	1	0.000500	0.000500	0.997000	0.996500
10:10	chr21	chr14	6448000	6450000	2000	1	0.000751	0.000751	0.997500	0.996749
10:10	chr21	chr14	6478000	6480000	2000	1	0.002500	0.002500	1.000000	0.997500
10:10	chr21	chr13	6480000	6482000	2000	1	0.000250	0.000250	0.999250	0.999000
10:10	chr21	chr13	7050000	7052000	2000	1	0.164540	0.164540	0.996500	0.831960
10:10	chr21	chr14	7052000	7054000	2000	1	0.069673	0.069673	0.971771	0.902098
10:10	chr21	chr15	7070000	7072000	2000	1	0.000205	0.000205	0.619821	0.619616
10:10	chr21	chr14	7072000	7074000	2000	1	0.541430	0.541430	0.876543	0.335113
10:10	chr21	chr13	7098000	7100000	2000	1	0.482661	0.482661	0.957697	0.475037
10:10	chr21	chr14	7100000	7102000	2000	1	0.001000	0.001000	0.923500	0.922500
10:10	chr21	chr13	7102000	7104000	2000	1	0.616273	0.616273	0.911728	0.295455
10:10	chr21	chr15	7170000	7172000	2000	1	0.057524	0.057524	0.305612	0.248088
10:10	chr21	chr8	7292000	7294000	2000	1	0.006641	0.006641	0.946816	0.940175
10:10	chr21	chr14	7296000	7298000	2000	1	0.000780	0.000780	0.932350	0.931570
10:10	chr21	chr22	7586000	7588000	2000	1	0.001490	0.001490	0.989990	0.988500
10:10	chr21	chr13	7588000	7590000	2000	1	0.003749	0.003749	0.987765	0.984016
10:10	chr21	chr15	7590000	7592000	2000	1	0.013996	0.013996	0.992996	0.979000
10:10	chr21	chr22	7592000	7594000	2000	1	0.001005	0.001005	0.989758	0.988753
10:10	chr21	chr14	7604000	7606000	2000	1	0.001998	0.001998	0.994006	0.992008
10:10	chr21	chr15	7606000	7608000	2000	1	0.002000	0.002000	0.994000	0.992000
10:10	chr21	chr13	7614000	7616000	2000	1	0.001969	0.001969	0.984977	0.983008
10:10	chr21	chr14	7622000	7624000	2000	1	0.000253	0.000253	0.989753	0.989500
10:10	chr21	chr22	7624000	7626000	2000	1	0.014568	0.014568	0.988747	0.974179
10:10	chr21	chr14	7634000	7636000	2000	1	0.018468	0.018468	0.988241	0.969773
10:10	chr21	chr15	7636000	7638000	2000	1	0.013119	0.013119	0.988753	0.975634
10:10	chr21	chr13	7638000	7640000	2000	1	0.175760	0.175760	0.815760	0.640000
10:10	chr21	chr14	7690000	7692000	2000	1	0.344192	0.344192	0.968064	0.623872
10:10	chr21	chr22	7762000	7764000	2000	1	0.008479	0.008479	0.817456	0.808978
10:10	chr21	chr22	7772000	7774000	2000	1	0.002363	0.002363	0.835116	0.832753
10:10	chr21	chr14	7922000	7924000	2000	1	0.076686	0.076686	0.978489	0.901804
10:10	chr22	chr13	178000	180000	2000	1	0.001499	0.001499	0.978511	0.977012
10:10	chr22	chr21	230000	232000	2000	1	0.414285	0.414285	0.998499	0.584214
10:10	chr22	chr15	232000	234000	2000	1	0.000500	0.000500	0.998500	0.998000
10:10	chr22	chr14	238000	240000	2000	1	0.001999	0.001999	0.997750	0.995751
10:10	chr22	chr21	240000	242000	2000	1	0.002000	0.002000	0.998250	0.996249
10:10	chr22	chr13	242000	244000	2000	1	0.000500	0.000500	0.997749	0.997249
10:10	chr22	chr14	244000	246000	2000	1	0.000500	0.000500	0.998500	0.998000
10:10	chr22	chr15	246000	248000	2000	1	0.001003	0.001003	0.997750	0.996748
10:10	chr22	chr21	250000	252000	2000	1	0.000248	0.000248	0.996995	0.996748
10:10	chr22	chr13	252000	254000	2000	1	0.000500	0.000500	0.997500	0.997000
10:10	chr22	chr21	254000	256000	2000	1	0.003247	0.003247	0.994251	0.991004
10:10	chr22	chr13	316000	318000	2000	1	0.000333	0.000333	0.841470	0.841138
10:10	chr22	chr14	320000	322000	2000	1	0.005088	0.005088	0.982754	0.977666
10:10	chr22	chr13	322000	324000	2000	1	0.000500	0.000500	0.991496	0.990996
10:10	chr22	chr14	618000	620000	2000	1	0.559238	0.559238	0.892830	0.333593
10:10	chr22	chr15	652000	654000	2000	1	0.003751	0.003751	0.999000	0.995249
10:10	chr22	chr13	682000	684000	2000	1	0.000751	0.000751	0.998000	0.997249
10:10	chr22	chr15	728000	730000	2000	1	0.001000	0.001000	0.997500	0.996500
10:10	chr22	chr14	730000	732000	2000	1	0.001000	0.001000	0.997000	0.996000
10:10	chr22	chr15	736000	738000	2000	1	0.777694	0.777694	0.997249	0.219556
10:10	chr22	chr13	750000	752000	2000	1	0.562813	0.562813	0.988753	0.425940
10:10	chr22	chr15	752000	754000	2000	1	0.111654	0.111654	0.984000	0.872346
10:10	chr22	chr13	754000	756000	2000	1	0.963944	0.963944	0.983746	0.019802
10:10	chr22	chr15	756000	758000	2000	1	0.639690	0.639690	0.986740	0.347050
10:10	chr22	chr21	758000	760000	2000	1	0.185598	0.185598	0.990500	0.804902
10:10	chr22	chr15	760000	762000	2000	1	0.193096	0.193096	0.988000	0.794904
10:10	chr22	chr15	2682000	2684000	2000	1	0.012239	0.012239	0.996754	0.984515
10:10	chr22	chr3	2698000	2700000	2000	1	0.013460	0.013460	0.994762	0.981301
10:10	chr22	chr15	2700000	2702000	2000	1	0.012474	0.012474	0.997251	0.984777
10:10	chr22	chr15	2710000	2712000	2000	1	0.009753	0.009753	0.997500	0.987747
10:10	chr22	chr3	2712000	2714000	2000	1	0.009754	0.009754	0.995500	0.985746
10:10	chr22	chr3	2722000	2724000	2000	1	0.016735	0.016735	0.996000	0.979266
10:10	chr22	chr13	2730000	2732000	2000	1	0.001248	0.001248	0.998251	0.997003
10:10	chr22	chr15	2732000	2734000	2000	1	0.002548	0.002548	0.994246	0.991698
10:10	chr22	chr21	2734000	2736000	2000	1	0.000500	0.000500	0.999500	0.999000
10:10	chr22	chr13	2742000	2744000	2000	1	0.000500	0.000500	0.999000	0.998500
10:10	chr22	chr13	2748000	2750000	2000	1	0.000001	0.000001	0.998751	0.998750
10:10	chr22	chr14	2786000	2788000	2000	1	0.014170	0.014170	1.000000	0.985830
10:10	chr22	chr21	2822000	2824000	2000	1	0.002500	0.002500	0.998500	0.996000
10:10	chr22	chr14	2860000	2862000	2000	1	0.003749	0.003749	0.998501	0.994751
10:10	chr22	chr15	2862000	2864000	2000	1	0.004254	0.004254	0.998500	0.994246
10:10	chr22	chr13	2866000	2868000	2000	1	0.002240	0.002240	0.989783	0.987544
10:10	chr22	chr14	2868000	2870000	2000	1	0.001246	0.001246	0.998000	0.996754
10:10	chr22	chr3	2870000	2872000	2000	1	0.414835	0.414835	0.993745	0.578910
10:10	chr22	chr14	2958000	2960000	2000	1	0.828384	0.828384	0.991740	0.163355
10:10	chr22	chr13	2966000	2968000	2000	1	0.000500	0.000500	0.996000	0.995500
10:10	chr22	chr14	2970000	2972000	2000	1	0.001251	0.001251	0.992287	0.991036
10:10	chr22	chr15	2972000	2974000	2000	1	0.183240	0.183240	0.996500	0.813260
10:10	chr22	chr21	2986000	2988000	2000	1	0.003000	0.003000	0.993490	0.990491
10:10	chr22	chr13	2988000	2990000	2000	1	0.199684	0.199684	0.979376	0.779692
10:10	chr22	chr14	3018000	3020000	2000	1	0.001500	0.001500	0.989000	0.987500
10:10	chr22	chr15	3020000	3022000	2000	1	0.012277	0.012277	0.708804	0.696527
10:10	chr22	chr13	3194000	3196000	2000	1	0.006749	0.006749	0.997249	0.990500
10:10	chr22	chr13	3206000	3208000	2000	1	0.018524	0.018524	0.990282	0.971757
10:10	chr22	chr21	3210000	3212000	2000	1	0.012015	0.012015	0.997000	0.984985
10:10	chr22	chr15	3212000	3214000	2000	1	0.007235	0.007235	0.984246	0.977012
10:10	chr22	chr21	3218000	3220000	2000	1	0.002999	0.002999	0.968016	0.965017
10:10	chr22	chr13	3220000	3222000	2000	1	0.012017	0.012017	0.978500	0.966483
10:10	chr22	chr13	3226000	3228000	2000	1	0.141393	0.141393	0.988194	0.846801
10:10	chr22	chr15	3228000	3230000	2000	1	0.021987	0.021987	0.995500	0.973513
10:10	chr22	chr13	3230000	3232000	2000	1	0.002723	0.002723	0.989490	0.986766
10:10	chr22	chr14	3232000	3234000	2000	1	0.002759	0.002759	0.992996	0.990238
10:10	chr22	chr21	3244000	3246000	2000	1	0.000997	0.000997	0.995249	0.994251
10:10	chr22	chr15	3288000	3290000	2000	1	0.002749	0.002749	0.996749	0.994000
10:10	chr22	chr21	3290000	3292000	2000	1	0.009336	0.009336	0.989000	0.979664
10:10	chr22	chr15	3292000	3294000	2000	1	0.409302	0.409302	0.999250	0.589948
10:10	chr22	chr14	3512000	3514000	2000	1	0.000600	0.000600	0.802863	0.802263
10:10	chr22	chr14	3732000	3734000	2000	1	0.000250	0.000250	0.998252	0.998002
10:10	chr22	chr14	3738000	3740000	2000	1	0.001500	0.001500	1.000000	0.998500
10:10	chr22	chr13	3742000	3744000	2000	1	0.001502	0.001502	1.000000	0.998498
10:10	chr22	chr21	3896000	3898000	2000	1	0.000743	0.000743	0.996500	0.995757
10:10	chr22	chr15	48378000	48380000	2000	1	0.015478	0.015478	1.000000	0.984522
10:10	chr4	chr22	0	2000	2000	1	0.903246	0.903246	0.985660	0.082415
10:10	chr4	chr18	2000	4000	2000	1	0.023512	0.023512	1.000000	0.976488
10:10	chr4	chr10	4000	6000	2000	1	0.007923	0.007923	0.977711	0.969788
10:10	chr5	chr7	181982000	181984000	2000	1	0.000749	0.000749	0.997000	0.996251
10:10	chr5	chr1	181988000	181990000	2000	1	0.003253	0.003253	0.997999	0.994746
10:10	chr5	chr19	181990000	181992000	2000	1	0.000251	0.000251	0.998251	0.998000
10:10	chr5	chr1	182024000	182026000	2000	1	0.000500	0.000500	1.000000	0.999500
10:10	chr5	chr8	182050000	182052000	2000	1	0.015450	0.015450	0.972784	0.957334
10:10	chr5	chr6	182080000	182082000	2000	1	0.000750	0.000750	0.998750	0.998000
10:10	chr5	chr6	182084000	182086000	2000	1	0.001249	0.001249	0.997000	0.995751
10:10	chr5	chr11	182088000	182090000	2000	1	0.003459	0.003459	0.994992	0.991534
10:10	chr5	chr6	182098000	182100000	2000	1	0.005264	0.005264	0.998250	0.992986
10:10	chr5	chr6	182104000	182106000	2000	1	0.899496	0.899496	0.996500	0.097004
10:10	chr5	chr1	182116000	182118000	2000	1	0.261506	0.261506	0.975745	0.714240
10:10	chr5	chr6	182122000	182124000	2000	1	0.002503	0.002503	0.996251	0.993748
10:10	chr5	chr17	182124000	182126000	2000	1	0.001252	0.001252	0.998501	0.997249
10:10	chr5	chr6	182126000	182128000	2000	1	0.001500	0.001500	0.998000	0.996500
10:10	chr5	chr17	182128000	182130000	2000	1	0.001747	0.001747	0.997749	0.996002
10:10	chr5	chr6	182132000	182134000	2000	1	0.001751	0.001751	0.997000	0.995249
10:10	chr5	chr11	182136000	182138000	2000	1	0.003758	0.003758	0.995502	0.991744
10:10	chr5	chr6	182138000	182140000	2000	1	0.264579	0.264579	0.756506	0.491926
10:10	chr6	chr1	0	2000	2000	1	0.003846	0.003846	0.988431	0.984584
10:10	chr6	chr19	172008000	172010000	2000	1	0.075558	0.075558	1.000000	0.924442
10:10	chr7	chr6	8000	10000	2000	1	0.068267	0.068267	1.000000	0.931733
10:10	chr7	chr12	161224000	161226000	2000	1	0.000999	0.000999	1.000000	0.999001
10:10	chr9	chr2	44000	46000	2000	1	0.005217	0.005217	0.274763	0.269546
10:10	chr9	chr1	46000	48000	2000	1	0.001106	0.001106	0.668657	0.667551
10:10	chr9	chr2	80000	82000	2000	1	0.001528	0.001528	0.992989	0.991462
10:10	chr9	chr2	84000	86000	2000	1	0.001806	0.001806	0.986212	0.984406
10:10	chr9	chr2	112000	114000	2000	1	0.000258	0.000258	0.995500	0.995242
10:10	chr9	chr2	116000	118000	2000	1	0.000751	0.000751	0.998500	0.997749
10:10	chr9	chr2	120000	122000	2000	1	0.002000	0.002000	0.998000	0.996000
10:10	chr9	chr2	136000	138000	2000	1	0.001613	0.001613	0.985500	0.983887
10:10	chr9	chr2	190000	192000	2000	1	0.004670	0.004670	0.984700	0.980030
10:10	chr9	chr11	1230000	1232000	2000	1	0.003500	0.003500	0.988500	0.985000
10:10	chr9	chr5	1564000	1566000	2000	1	0.253388	0.253388	0.928428	0.675040
10:10	chr9	chr1	1568000	1570000	2000	1	0.018328	0.018328	0.932860	0.914532
10:10	chr9	chr2	1574000	1576000	2000	1	0.016114	0.016114	0.873728	0.857614
10:10	chr9	chr6	1576000	1578000	2000	1	0.042586	0.042586	0.967742	0.925156
10:10	chr9	chr1	1588000	1590000	2000	1	0.000488	0.000488	0.695896	0.695408
10:10	chr9	chr2	1590000	1592000	2000	1	0.549314	0.549314	0.931875	0.382561
10:10	chr9	chr4	1698000	1700000	2000	1	0.022790	0.022790	0.939006	0.916215
10:10	chr9	chr6	1758000	1760000	2000	1	0.015434	0.015434	0.954444	0.939009
10:10	chr9	chr18	1760000	1762000	2000	1	0.020505	0.020505	0.630073	0.609568
10:10	chr9	chr4	1782000	1784000	2000	1	0.002573	0.002573	0.166969	0.164396
10:10	chr9	chr4	1788000	1790000	2000	1	0.001900	0.001900	0.571529	0.569629
10:10	chr9	chr2	1870000	1872000	2000	1	0.011322	0.011322	0.805995	0.794673
10:10	chr9	chr13	15250000	15252000	2000	1	0.105425	0.105425	0.866667	0.761242
10:10	chr9	chr20	48826000	48828000	2000	1	0.100736	0.100736	0.581854	0.481118
10:10	chr9	chr20	49052000	49054000	2000	1	0.044785	0.044785	0.972730	0.927945
10:10	chr9	chr20	49070000	49072000	2000	1	0.599462	0.599462	0.705023	0.105561
10:10	chr9	chr20	49186000	49188000	2000	1	0.024932	0.024932	0.583479	0.558546
10:10	chr9	chr5	49198000	49200000	2000	1	0.038900	0.038900	0.807627	0.768726
10:10	chr9	chr5	49272000	49274000	2000	1	0.037463	0.037463	0.853206	0.815743
10:10	chr9	chr14	49278000	49280000	2000	1	0.568520	0.568520	0.900025	0.331505
10:10	chr9	chr5	49420000	49422000	2000	1	0.010070	0.010070	0.760507	0.750437
10:10	chr9	chr5	49488000	49490000	2000	1	0.040540	0.040540	0.816592	0.776052
10:10	chr9	chr19	136142000	136144000	2000	1	0.000250	0.000250	1.000000	0.999750
10:10	chr9	chr19	136148000	136150000	2000	1	0.010211	0.010211	0.999250	0.989038
10:10	chr9	chr3	136152000	136154000	2000	1	0.000250	0.000250	0.999500	0.999250
10:10	chr9	chr19	136154000	136156000	2000	1	0.000500	0.000500	0.999500	0.999000
10:10	chr9	chr3	136156000	136158000	2000	1	0.001251	0.001251	1.000000	0.998749
10:10	chr9	chr11	136188000	136190000	2000	1	0.003251	0.003251	0.996251	0.993000
10:10	chr9	chr3	136190000	136192000	2000	1	0.001500	0.001500	0.993500	0.992000
10:10	chr9	chr11	136194000	136196000	2000	1	0.001500	0.001500	0.999500	0.998000
10:10	chr9	chr7	136196000	136198000	2000	1	0.002501	0.002501	0.999250	0.996749
10:10	chr9	chr3	136198000	136200000	2000	1	0.014754	0.014754	0.998500	0.983746
10:10	chr9	chr3	136204000	136206000	2000	1	0.499147	0.499147	0.968050	0.468903
10:10	chrX	chrY	646000	648000	2000	1	0.000250	0.000250	1.000000	0.999750
10:10	chrX	chrY	950000	952000	2000	1	0.000250	0.000250	1.000000	0.999750
10:10	chrX	chrY	1208000	1210000	2000	1	0.001752	0.001752	1.000000	0.998248
10:10	chrX	chrY	1306000	1308000	2000	1	0.000500	0.000500	0.999250	0.998750
10:10	chrX	chrY	1366000	1368000	2000	1	0.000250	0.000250	1.000000	0.999750
10:10	chrX	chrY	1812000	1814000	2000	1	0.000250	0.000250	1.000000	0.999750
10:10	chrX	chrY	2052000	2054000	2000	1	0.000250	0.000250	1.000000	0.999750
10:10	chrX	chrY	2352000	2354000	2000	1	0.000250	0.000250	1.000000	0.999750
10:10	chrX	chr19	154086000	154088000	2000	1	0.001000	0.001000	1.000000	0.999000
10:10	chrX	chr10	154088000	154090000	2000	1	0.383552	0.383552	1.000000	0.616448
10:10	chr19	chr11	63522000	63523024	1024	1	0.347309	0.347309	0.999511	0.652203
10:10	chr4	chr22	190448000	190448508	508	1	0.177388	0.177388	0.969398	0.792009
4:4	chrX	chrY	28000	66000	38000	19	0.156759	0.757286	1.000000	0.843241
4:4	chrX	chrY	68000	106000	38000	19	0.114665	0.801705	1.000000	0.885335
4:4	chrX	chrY	120000	156000	36000	18	0.116550	0.707607	0.999152	0.882602
4:4	chr15	chr13	2470000	2496000	26000	13	0.136469	0.360379	0.858626	0.722157
4:4	chr21	chr13	6456000	6480000	24000	12	0.001792	0.003497	0.999083	0.997292
4:4	chr22	chr21	2810000	2834000	24000	12	0.002981	0.006004	0.997709	0.994727
4:4	chr13	chr21	6698000	6720000	22000	11	0.004661	0.013564	0.999204	0.994544
4:4	chr22	chr14	324000	346000	22000	11	0.022032	0.127142	0.996863	0.974831
4:4	chr22	chr14	2754000	2776000	22000	11	0.008182	0.050945	0.931478	0.923296
4:4	chr15	chr13	2558000	2578000	20000	10	0.100097	0.194293	0.895208	0.795112
4:4	chr22	chr14	294000	314000	20000	10	0.007003	0.019098	0.988375	0.981371
4:4	chr9	chr3	136168000	136188000	20000	10	0.006840	0.021347	0.998775	0.991935
4:4	chr13	chr21	6264000	6282000	18000	9	0.064244	0.555447	0.999028	0.934783
4:4	chr21	chr14	3008000	3026000	18000	9	0.094863	0.840773	0.999141	0.904278
4:4	chr13	chr21	4122000	4138000	16000	8	0.010359	0.037335	0.987329	0.976970
4:4	chr13	chr21	6168000	6184000	16000	8	0.085702	0.622213	0.999437	0.913736
4:4	chr13	chr21	6284000	6300000	16000	8	0.013987	0.102644	0.999156	0.985170
4:4	chr20	chr6	66482000	66498000	16000	8	0.011233	0.020163	0.998781	0.987549
4:4	chr13	chr22	2236000	2250000	14000	7	0.002921	0.007705	0.997285	0.994364
4:4	chr21	chr13	6402000	6416000	14000	7	0.001644	0.003999	0.998250	0.996606
4:4	chr22	chr15	668000	682000	14000	7	0.001786	0.003000	0.999357	0.997571
4:4	chr5	chr1	182008000	182022000	14000	7	0.005996	0.010495	0.998357	0.992361
4:4	chr13	chr21	6234000	6246000	12000	6	0.051482	0.233782	0.998250	0.946767
4:4	chr13	chr21	6960000	6972000	12000	6	0.009250	0.045001	0.998750	0.989500
4:4	chr13	chr21	8342000	8354000	12000	6	0.010510	0.030304	0.995715	0.985205
4:4	chr15	chr13	2502000	2514000	12000	6	0.088472	0.151264	0.881789	0.793317
4:4	chr21	chr14	2962000	2974000	12000	6	0.091869	0.281921	0.998003	0.906134
4:4	chr21	chr13	6110000	6122000	12000	6	0.009495	0.026270	0.999417	0.989922
4:4	chr21	chr13	6124000	6136000	12000	6	0.003881	0.006526	0.998917	0.995036
4:4	chr21	chr13	6432000	6444000	12000	6	0.002126	0.003500	0.998166	0.996041
4:4	chrX	chrY	14000	26000	12000	6	0.379397	0.774934	0.999875	0.620478
4:4	chr13	chr21	5386000	5396000	10000	5	0.001250	0.002500	0.998500	0.997250
4:4	chr13	chr21	6304000	6314000	10000	5	0.001899	0.003000	0.999300	0.997401
4:4	chr13	chr21	6974000	6984000	10000	5	0.000900	0.001500	0.998250	0.997350
4:4	chr13	chr21	7040000	7050000	10000	5	0.001948	0.003000	0.998350	0.996402
4:4	chr21	chr13	5934000	5944000	10000	5	0.000588	0.001001	0.922570	0.921982
4:4	chr21	chr13	6388000	6398000	10000	5	0.001150	0.001752	0.996950	0.995800
4:4	chr22	chr15	684000	694000	10000	5	0.007828	0.032890	0.998950	0.991122
4:4	chr22	chr14	2778000	2788000	10000	5	0.005993	0.014170	0.996950	0.990957
4:4	chrX	chrY	154022000	154032000	10000	5	0.248404	0.701049	0.997950	0.749546
4:4	chr1	chr14	130996000	131004000	8000	4	0.333004	0.650058	0.954363	0.621359
4:4	chr13	chr21	6124000	6132000	8000	4	0.000625	0.001000	0.999875	0.999250
4:4	chr13	chr21	6350000	6358000	8000	4	0.262083	0.490436	0.998750	0.736667
4:4	chr13	chr21	7260000	7268000	8000	4	0.204322	0.809793	0.996635	0.792312
4:4	chr14	chr22	14722000	14730000	8000	4	0.004253	0.010259	0.996689	0.992436
4:4	chr15	chr13	2526000	2534000	8000	4	0.214484	0.262007	0.670919	0.456434
4:4	chr15	chr13	3436000	3444000	8000	4	0.001304	0.003500	0.863408	0.862104
4:4	chr15	chr14	6842000	6850000	8000	4	0.001000	0.001499	0.997070	0.996071
4:4	chr15	chr21	11122000	11130000	8000	4	0.111781	0.139275	0.955672	0.843890
4:4	chr19	chrX	47350000	47358000	8000	4	0.004909	0.011116	0.866418	0.861510
4:4	chr21	chr13	5960000	5968000	8000	4	0.000999	0.001500	0.998749	0.997750
4:4	chr21	chr13	6250000	6258000	8000	4	0.003410	0.006814	0.996998	0.993588
4:4	chr9	chr3	136198000	136206000	8000	4	0.135355	0.499147	0.990013	0.854658
4:4	chrX	chrY	110000	118000	8000	4	0.293825	0.583072	1.000000	0.706175
4:4	chrX	chr10	45840000	45848000	8000	4	0.005250	0.010588	0.800949	0.795700
4:4	chrX	chr5	84442000	84450000	8000	4	0.011950	0.014563	0.764351	0.752401
4:4	chrX	chrY	89294000	89302000	8000	4	0.262087	0.539019	0.950066	0.687979
4:4	chrX	chrY	89898000	89906000	8000	4	0.179269	0.501626	0.979752	0.800483
4:4	chrX	chr14	125296000	125304000	8000	4	0.014960	0.025362	0.816450	0.801490
4:4	chrX	chrY	153966000	153974000	8000	4	0.389417	0.977250	0.998375	0.608958
4:4	chr1	chr9	97102000	97108000	6000	3	0.152992	0.452871	0.857520	0.704528
4:4	chr1	chr14	129574000	129580000	6000	3	0.213873	0.347997	0.927195	0.713322
4:4	chr1	chr14	130802000	130808000	6000	3	0.288299	0.630293	0.971276	0.682977
4:4	chr13	chr22	3954000	3960000	6000	3	0.008508	0.023029	0.999000	0.990492
4:4	chr13	chr22	4014000	4020000	6000	3	0.093058	0.278437	0.995993	0.902935
4:4	chr13	chr22	5126000	5132000	6000	3	0.007909	0.017012	0.987589	0.979679
4:4	chr13	chr21	5852000	5858000	6000	3	0.000917	0.001500	0.999500	0.998583
4:4	chr13	chr21	5902000	5908000	6000	3	0.000833	0.001247	0.998077	0.997244
4:4	chr13	chr21	6150000	6156000	6000	3	0.002083	0.002499	0.994332	0.992249
4:4	chr13	chr21	6160000	6166000	6000	3	0.003833	0.005000	0.998333	0.994500
4:4	chr13	chr21	6250000	6256000	6000	3	0.001084	0.001500	0.998583	0.997499
4:4	chr13	chr21	6530000	6536000	6000	3	0.000833	0.001000	0.998750	0.997917
4:4	chr13	chr14	6650000	6656000	6000	3	0.001752	0.003000	0.996667	0.994915
4:4	chr13	chr21	6750000	6756000	6000	3	0.075506	0.221553	0.929165	0.853659
4:4	chr13	chr21	7252000	7258000	6000	3	0.001665	0.001750	0.997499	0.995834
4:4	chr13	chr21	7584000	7590000	6000	3	0.227008	0.347567	0.993496	0.766488
4:4	chr13	chr21	8294000	8300000	6000	3	0.112755	0.314112	0.992114	0.879359
