pair	transmission	query_arm	query_arm_order	target_arm	target_chrom	strict_segment_count	strict_total_bp	interchromosomal_bp	same_chromosome_bp	candidate_callout_bp	side_fragment_caveat_bp	event_ids	event_roles	target_haplotypes	query_windows_native	coordinate_system	geometry_source
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr16p	31	chr16p	chr16	3	499996	0	499996	0	0			PAN027#1;PAN027#2	chr16:6112-506112	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr16q	32	chr16q	chr16	3	497787	0	497787	0	0			PAN027#2	chr16:90129727-90629727	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr16q	32	chr17q	chr17	1	1006	1006	0	0	0			PAN027#2	chr16:90129727-90629727	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr17p	33	chr17p	chr17	1	500000	0	500000	0	0			PAN027#2	chr17:7941-507941	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr17q	34	chr17q	chr17	2	498994	0	498994	0	0			PAN027#2	chr17:83700572-84200572	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr18p	35	chr18p	chr18	3	499526	0	499526	0	0			PAN027#1;PAN027#2	chr18:4984-504984	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr18q	36	chr18q	chr18	11	496949	0	496949	0	0			PAN027#1;PAN027#2	chr18:81901583-82401583	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr19p	37	chr19p	chr19	13	480203	0	480203	0	0			PAN027#1;PAN027#2	chr19:7354-507354	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr19q	38	chr19q	chr19	3	499999	0	499999	0	0			PAN027#1;PAN027#2	chr19:62777277-63277277	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr19q	38	chr6q	chr6	1	1	1	0	0	0			PAN027#2	chr19:62777277-63277277	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr20p	39	chr20p	chr20	2	497854	0	497854	0	0			PAN027#1	chr20:5026-505026	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr20q	40	chr20q	chr20	3	500000	0	500000	0	0			PAN027#1;PAN027#2	chr20:65707281-66207281	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr21p	41	chr21p	chr21	4	4495	0	4495	0	0			PAN027#1;PAN027#2	chr21:13185-513185	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr21p	41	chr14p	chr14	16	28201	28201	0	0	0			PAN027#1;PAN027#2	chr21:13185-513185	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr21p	41	chr15p	chr15	10	12525	12525	0	0	0			PAN027#1;PAN027#2	chr21:13185-513185	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr21p	41	chr22p	chr22	2	2002	2002	0	0	0			PAN027#1	chr21:13185-513185	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr21q	42	chr21q	chr21	6	495402	0	495402	0	0			PAN027#1;PAN027#2	chr21:44936888-45436888	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr22p	43	chr22p	chr22	8	32990	0	32990	0	0			PAN027#2	chr22:18334-518334	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr22p	43	chr14p	chr14	17	141108	141108	0	0	0			PAN027#1;PAN027#2	chr22:18334-518334	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr22p	43	chr15p	chr15	3	33229	33229	0	0	0			PAN027#1;PAN027#2	chr22:18334-518334	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr22q	44	chr22q	chr22	10	476887	0	476887	0	0			PAN027#1;PAN027#2	chr22:48983704-49483704	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chr22q	44	chr1q	chr1	1	6288	6288	0	0	0			PAN027#2	chr22:48983704-49483704	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chrXp	45	chrXp	chrX	33	446609	0	446609	0	0			PAN027#1;PAN027#2	chrX:9405-509405	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	chrXq	46	chrXq	chrX	7	491242	0	491242	0	0			PAN027#1;PAN027#2	chrX:153577550-154077550	native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv
