row_id	pair	transmission	query_name	query_sample	query_haplotype	query_haplotype_label	query_chrom	query_arm	query_arm_order	query_source_window_native_0based_half_open	query_source_start_0based	query_source_end_0based_exclusive	local_query_start_0based	local_query_end_0based_exclusive	native_query_start_0based	native_query_end_0based_exclusive	native_query_interval_0based_half_open	query_length	segment_length_bp	target_name	target_sample	target_haplotype	target_haplotype_number	target_haplotype_label	target_chrom	target_arm	target_source_window_native_0based_half_open	target_color_group	strand	identity	jaccard	nb	interchromosomal	strict_primary_path_only	event_id	event_order	event_label	event_class	event_role	side_fragment_caveat	candidate_window_native_0based_half_open	event_interpretation	coordinate_system	geometry_source	annotation_source	do_not_use_for_geometry
912	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	19233	23157	28116	32040	chr7:28116-32040	500000	3924	PAN027#1#chr7.maternal:8960-508959_chr7_parm	PAN027	PAN027#1	1	maternal	chr7	chr7p	chr7:8960-508960	same_chromosome_primary_path	+	99.7446	0.994911	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
913	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	23157	24508	32040	33391	chr7:32040-33391	500000	1351	PAN027#2#chr7.paternal:13315-513314_chr7_parm	PAN027	PAN027#2	2	paternal	chr7	chr7p	chr7:13315-513315	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
914	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	24508	39072	33391	47955	chr7:33391-47955	500000	14564	PAN027#1#chr7.maternal:8960-508959_chr7_parm	PAN027	PAN027#1	1	maternal	chr7	chr7p	chr7:8960-508960	same_chromosome_primary_path	+	99.938	0.998762	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
915	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	39072	46040	47955	54923	chr7:47955-54923	500000	6968	PAN027#2#chr19.paternal:6393-506392_chr19_parm	PAN027	PAN027#2	2	paternal	chr19	chr19p	chr19:6393-506393	chr19p	+	99.8991	0.997985	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
916	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	46040	47775	54923	56658	chr7:54923-56658	500000	1735	PAN027#2#chr11.paternal:6382-506381_chr11_parm	PAN027	PAN027#2	2	paternal	chr11	chr11p	chr11:6382-506382	chr11p	+	99.8846	0.997696	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
917	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	47775	49283	56658	58166	chr7:56658-58166	500000	1508	PAN027#2#chr7.paternal:13315-513314_chr7_parm	PAN027	PAN027#2	2	paternal	chr7	chr7p	chr7:13315-513315	same_chromosome_primary_path	+	99.8009	0.996029	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
918	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	49283	59457	58166	68340	chr7:58166-68340	500000	10174	PAN027#1#chr7.maternal:8960-508959_chr7_parm	PAN027	PAN027#1	1	maternal	chr7	chr7p	chr7:8960-508960	same_chromosome_primary_path	+	99.8475	0.996958	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
919	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	59457	63049	68340	71932	chr7:68340-71932	500000	3592	PAN027#2#chr7.paternal:13315-513314_chr7_parm	PAN027	PAN027#2	2	paternal	chr7	chr7p	chr7:13315-513315	same_chromosome_primary_path	+	99.9335	0.998671	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
920	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	64050	66624	72933	75507	chr7:72933-75507	500000	2574	PAN027#2#chr19.paternal:6393-506392_chr19_parm	PAN027	PAN027#2	2	paternal	chr19	chr19p	chr19:6393-506393	chr19p	+	98.3981	0.968714	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
921	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	66624	69286	75507	78169	chr7:75507-78169	500000	2662	PAN027#2#chr7.paternal:13315-513314_chr7_parm	PAN027	PAN027#2	2	paternal	chr7	chr7p	chr7:13315-513315	same_chromosome_primary_path	+	99.9624	0.999249	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
922	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	69286	71015	78169	79898	chr7:78169-79898	500000	1729	PAN027#1#chr7.maternal:8960-508959_chr7_parm	PAN027	PAN027#1	1	maternal	chr7	chr7p	chr7:8960-508960	same_chromosome_primary_path	+	99.7684	0.995384	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
923	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	71015	87336	79898	96219	chr7:79898-96219	500000	16321	PAN027#2#chr7.paternal:13315-513314_chr7_parm	PAN027	PAN027#2	2	paternal	chr7	chr7p	chr7:13315-513315	same_chromosome_primary_path	+	99.9528	0.999057	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
924	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	87336	88559	96219	97442	chr7:96219-97442	500000	1223	PAN027#2#chr19.paternal:6393-506392_chr19_parm	PAN027	PAN027#2	2	paternal	chr19	chr19p	chr19:6393-506393	chr19p	+	99.9182	0.998366	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
925	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	88559	104873	97442	113756	chr7:97442-113756	500000	16314	PAN027#2#chr7.paternal:13315-513314_chr7_parm	PAN027	PAN027#2	2	paternal	chr7	chr7p	chr7:13315-513315	same_chromosome_primary_path	+	99.8684	0.997374	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
926	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	104873	106290	113756	115173	chr7:113756-115173	500000	1417	PAN027#1#chr7.maternal:8960-508959_chr7_parm	PAN027	PAN027#1	1	maternal	chr7	chr7p	chr7:8960-508960	same_chromosome_primary_path	+	99.4684	0.989451	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
927	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	106290	114785	115173	123668	chr7:115173-123668	500000	8495	PAN027#2#chr7.paternal:13315-513314_chr7_parm	PAN027	PAN027#2	2	paternal	chr7	chr7p	chr7:13315-513315	same_chromosome_primary_path	+	99.9093	0.998189	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
928	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	114785	115786	123668	124669	chr7:123668-124669	500000	1001	PAN027#1#chr7.maternal:8960-508959_chr7_parm	PAN027	PAN027#1	1	maternal	chr7	chr7p	chr7:8960-508960	same_chromosome_primary_path	+	99.9	0.998004	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
929	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	115786	116787	124669	125670	chr7:124669-125670	500000	1001	PAN027#2#chr7.paternal:13315-513314_chr7_parm	PAN027	PAN027#2	2	paternal	chr7	chr7p	chr7:13315-513315	same_chromosome_primary_path	+	94.9862	0.906755	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
930	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	117789	118792	126672	127675	chr7:126672-127675	500000	1003	PAN027#1#chr16.maternal:91085525-91585524_chr16_qarm	PAN027	PAN027#1	1	maternal	chr16	chr16q	chr16:91085525-91585525	chr16q	-	96.1876	0.927885	1	1	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
931	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	118792	123090	127675	131973	chr7:127675-131973	500000	4298	PAN027#2#chr7.paternal:13315-513314_chr7_parm	PAN027	PAN027#2	2	paternal	chr7	chr7p	chr7:13315-513315	same_chromosome_primary_path	+	92.1166	0.85907	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
932	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	123090	127018	131973	135901	chr7:131973-135901	500000	3928	PAN027#1#chr7.maternal:8960-508959_chr7_parm	PAN027	PAN027#1	1	maternal	chr7	chr7p	chr7:8960-508960	same_chromosome_primary_path	+	99.8981	0.997965	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
933	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	127018	132051	135901	140934	chr7:135901-140934	500000	5033	PAN027#2#chr7.paternal:13315-513314_chr7_parm	PAN027	PAN027#2	2	paternal	chr7	chr7p	chr7:13315-513315	same_chromosome_primary_path	+	99.9404	0.998809	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
934	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	132051	136203	140934	145086	chr7:140934-145086	500000	4152	PAN027#1#chr7.maternal:8960-508959_chr7_parm	PAN027	PAN027#1	1	maternal	chr7	chr7p	chr7:8960-508960	same_chromosome_primary_path	+	99.7948	0.99591	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
935	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	136203	139700	145086	148583	chr7:145086-148583	500000	3497	PAN027#2#chr7.paternal:13315-513314_chr7_parm	PAN027	PAN027#2	2	paternal	chr7	chr7p	chr7:13315-513315	same_chromosome_primary_path	+	99.8139	0.996289	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
936	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	167664	172780	176547	181663	chr7:176547-181663	500000	5116	PAN027#2#chr7.paternal:13315-513314_chr7_parm	PAN027	PAN027#2	2	paternal	chr7	chr7p	chr7:13315-513315	same_chromosome_primary_path	+	99.934	0.998681	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
937	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	172780	202175	181663	211058	chr7:181663-211058	500000	29395	PAN027#1#chr7.maternal:8960-508959_chr7_parm	PAN027	PAN027#1	1	maternal	chr7	chr7p	chr7:8960-508960	same_chromosome_primary_path	+	99.6215	0.992473	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
938	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	202175	275917	211058	284800	chr7:211058-284800	500000	73742	PAN027#2#chr7.paternal:13315-513314_chr7_parm	PAN027	PAN027#2	2	paternal	chr7	chr7p	chr7:13315-513315	same_chromosome_primary_path	+	99.8505	0.997016	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
939	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	275917	304791	284800	313674	chr7:284800-313674	500000	28874	PAN027#1#chr7.maternal:8960-508959_chr7_parm	PAN027	PAN027#1	1	maternal	chr7	chr7p	chr7:8960-508960	same_chromosome_primary_path	+	98.9001	0.97836	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
940	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	305849	314303	314732	323186	chr7:314732-323186	500000	8454	PAN027#2#chr7.paternal:13315-513314_chr7_parm	PAN027	PAN027#2	2	paternal	chr7	chr7p	chr7:13315-513315	same_chromosome_primary_path	+	95.6806	0.918881	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
941	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	315654	321116	324537	329999	chr7:324537-329999	500000	5462	PAN027#1#chr7.maternal:8960-508959_chr7_parm	PAN027	PAN027#1	1	maternal	chr7	chr7p	chr7:8960-508960	same_chromosome_primary_path	+	93.5025	0.881629	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
942	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	321116	337583	329999	346466	chr7:329999-346466	500000	16467	PAN027#2#chr7.paternal:13315-513314_chr7_parm	PAN027	PAN027#2	2	paternal	chr7	chr7p	chr7:13315-513315	same_chromosome_primary_path	+	99.8517	0.997041	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
943	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	337583	355028	346466	363911	chr7:346466-363911	500000	17445	PAN027#1#chr7.maternal:8960-508959_chr7_parm	PAN027	PAN027#1	1	maternal	chr7	chr7p	chr7:8960-508960	same_chromosome_primary_path	+	99.7536	0.995089	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
944	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	356054	394860	364937	403743	chr7:364937-403743	500000	38806	PAN027#1#chr7.maternal:8960-508959_chr7_parm	PAN027	PAN027#1	1	maternal	chr7	chr7p	chr7:8960-508960	same_chromosome_primary_path	+	99.66	0.993235	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
945	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	394860	422239	403743	431122	chr7:403743-431122	500000	27379	PAN027#2#chr7.paternal:13315-513314_chr7_parm	PAN027	PAN027#2	2	paternal	chr7	chr7p	chr7:13315-513315	same_chromosome_primary_path	+	98.6534	0.973602	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
946	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	422239	449234	431122	458117	chr7:431122-458117	500000	26995	PAN027#1#chr7.maternal:8960-508959_chr7_parm	PAN027	PAN027#1	1	maternal	chr7	chr7p	chr7:8960-508960	same_chromosome_primary_path	+	99.5443	0.990947	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
947	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	PAN028	PAN028#1	haplotype1	chr7	chr7p	13	chr7:8883-508883	8883	508883	472750	499990	481633	508873	chr7:481633-508873	500000	27240	PAN027#2#chr7.paternal:13315-513314_chr7_parm	PAN027	PAN027#2	2	paternal	chr7	chr7p	chr7:13315-513315	same_chromosome_primary_path	+	99.9174	0.998349	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
948	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:160528574-161028573_chr7_qarm	PAN028	PAN028#1	haplotype1	chr7	chr7q	14	chr7:160528574-161028574	160528574	161028574	0	45324	160528574	160573898	chr7:160528574-160573898	500000	45324	PAN027#1#chr7.maternal:159657678-160157677_chr7_qarm	PAN027	PAN027#1	1	maternal	chr7	chr7q	chr7:159657678-160157678	same_chromosome_primary_path	+	98.6864	0.974236	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
949	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:160528574-161028573_chr7_qarm	PAN028	PAN028#1	haplotype1	chr7	chr7q	14	chr7:160528574-161028574	160528574	161028574	45324	68471	160573898	160597045	chr7:160573898-160597045	500000	23147	PAN027#2#chr7.paternal:160723269-161223268_chr7_qarm	PAN027	PAN027#2	2	paternal	chr7	chr7q	chr7:160723269-161223269	same_chromosome_primary_path	+	99.7493	0.995004	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
950	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:160528574-161028573_chr7_qarm	PAN028	PAN028#1	haplotype1	chr7	chr7q	14	chr7:160528574-161028574	160528574	161028574	69472	70473	160598046	160599047	chr7:160598046-160599047	500000	1001	PAN027#2#chr7.paternal:160723269-161223268_chr7_qarm	PAN027	PAN027#2	2	paternal	chr7	chr7q	chr7:160723269-161223269	same_chromosome_primary_path	+	90.0285	0.826642	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
951	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:160528574-161028573_chr7_qarm	PAN028	PAN028#1	haplotype1	chr7	chr7q	14	chr7:160528574-161028574	160528574	161028574	74507	97825	160603081	160626399	chr7:160603081-160626399	500000	23318	PAN027#2#chr7.paternal:160723269-161223268_chr7_qarm	PAN027	PAN027#2	2	paternal	chr7	chr7q	chr7:160723269-161223269	same_chromosome_primary_path	+	98.7389	0.975246	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
952	PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr7.haplotype1:160528574-161028573_chr7_qarm	PAN028	PAN028#1	haplotype1	chr7	chr7q	14	chr7:160528574-161028574	160528574	161028574	97825	132099	160626399	160660673	chr7:160626399-160660673	500000	34274	PAN027#1#chr7.maternal:159657678-160157677_chr7_qarm	PAN027	PAN027#1	1	maternal	chr7	chr7q	chr7:159657678-160157678	same_chromosome_primary_path	+	100	1	1	0	yes						no			native sample assembly window coordinates; not CHM13-projected	paper_prep/_brainstorming/fig5_sweepga_1to1_redraw/conservative_segments.tsv		permissive multimap/nth-best rows; patches.tsv patch extents
