pair	transmission	query_name	query_arm	query_start	query_end	query_length	paf_query_length	target_name	target_hap	target_arm	strand	identity	jaccard	nb	interchromosomal
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr1.haplotype1:250527221-251027220_chr1_qarm	chr1q	169270	170278	500000	41248	PAN027#1#chr1.maternal:246517480-247017479_chr1_qarm	PAN027#1	chr1q	+	99.4531	0.989152	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr1.haplotype1:250527221-251027220_chr1_qarm	chr1q	170278	172321	500000	41248	PAN027#2#chr1.paternal:247262629-247762628_chr1_qarm	PAN027#2	chr1q	+	99.8538	0.997082	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr1.haplotype1:250527221-251027220_chr1_qarm	chr1q	172321	173354	500000	41248	PAN027#1#chr1.maternal:246517480-247017479_chr1_qarm	PAN027#1	chr1q	+	99.3201	0.986538	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr1.haplotype1:250527221-251027220_chr1_qarm	chr1q	173354	174383	500000	41248	PAN027#2#chr1.paternal:247262629-247762628_chr1_qarm	PAN027#2	chr1q	+	99.2203	0.984586	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr1.haplotype1:250527221-251027220_chr1_qarm	chr1q	219963	247599	500000	41248	PAN027#1#chr1.maternal:246517480-247017479_chr1_qarm	PAN027#1	chr1q	+	95.3225	0.912598	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr1.haplotype1:250527221-251027220_chr1_qarm	chr1q	247599	290133	500000	41248	PAN027#2#chr1.paternal:247262629-247762628_chr1_qarm	PAN027#2	chr1q	+	89.1471	0.813488	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr1.haplotype1:250527221-251027220_chr1_qarm	chr1q	290133	299161	500000	41248	PAN027#1#chr1.maternal:246517480-247017479_chr1_qarm	PAN027#1	chr1q	+	97.8082	0.95756	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr1.haplotype1:250527221-251027220_chr1_qarm	chr1q	300162	440649	500000	41248	PAN027#1#chr1.maternal:246517480-247017479_chr1_qarm	PAN027#1	chr1q	+	99.8875	0.997754	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr1.haplotype1:250527221-251027220_chr1_qarm	chr1q	440649	490925	500000	41248	PAN027#2#chr1.paternal:247262629-247762628_chr1_qarm	PAN027#2	chr1q	+	99.803	0.996072	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr1.haplotype1:250527221-251027220_chr1_qarm	chr1q	490925	498772	500000	41248	PAN027#1#chr1.maternal:246517480-247017479_chr1_qarm	PAN027#1	chr1q	+	100	1	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr2.haplotype1:6504-506503_chr2_parm	chr2p	0	206360	500000	41248	PAN027#1#chr2.maternal:7468-507467_chr2_parm	PAN027#1	chr2p	+	100	1	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr2.haplotype1:6504-506503_chr2_parm	chr2p	206360	207361	500000	41248	PAN027#2#chr2.paternal:5917-505916_chr2_parm	PAN027#2	chr2p	+	97.8798	0.958904	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr2.haplotype1:6504-506503_chr2_parm	chr2p	207361	399851	500000	41248	PAN027#1#chr2.maternal:7468-507467_chr2_parm	PAN027#1	chr2p	+	100	1	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr2.haplotype1:6504-506503_chr2_parm	chr2p	399851	402215	500000	41248	PAN027#2#chr2.paternal:5917-505916_chr2_parm	PAN027#2	chr2p	+	100	1	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr2.haplotype1:6504-506503_chr2_parm	chr2p	402215	499922	500000	41248	PAN027#1#chr2.maternal:7468-507467_chr2_parm	PAN027#1	chr2p	+	100	1	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr2.haplotype1:243867353-244367352_chr2_qarm	chr2q	0	361960	500000	41248	PAN027#1#chr2.maternal:242001098-242501097_chr2_qarm	PAN027#1	chr2q	+	100	1	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr2.haplotype1:243867353-244367352_chr2_qarm	chr2q	361960	363365	500000	41248	PAN027#2#chr2.paternal:243838763-244338762_chr2_qarm	PAN027#2	chr2q	+	100	1	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr2.haplotype1:243867353-244367352_chr2_qarm	chr2q	363365	470754	500000	41248	PAN027#1#chr2.maternal:242001098-242501097_chr2_qarm	PAN027#1	chr2q	+	100	1	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr2.haplotype1:243867353-244367352_chr2_qarm	chr2q	470754	474627	500000	41248	PAN027#2#chr2.paternal:243838763-244338762_chr2_qarm	PAN027#2	chr2q	+	100	1	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr2.haplotype1:243867353-244367352_chr2_qarm	chr2q	474627	489650	500000	41248	PAN027#1#chr2.maternal:242001098-242501097_chr2_qarm	PAN027#1	chr2q	+	100	1	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr2.haplotype1:243867353-244367352_chr2_qarm	chr2q	489650	490856	500000	41248	PAN027#2#chr2.paternal:243838763-244338762_chr2_qarm	PAN027#2	chr2q	+	100	1	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr2.haplotype1:243867353-244367352_chr2_qarm	chr2q	490856	500000	500000	41248	PAN027#1#chr2.maternal:242001098-242501097_chr2_qarm	PAN027#1	chr2q	+	100	1	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr3.haplotype1:10554-510553_chr3_parm	chr3p	0	21807	500000	41248	PAN027#2#chr3.paternal:7323-507322_chr3_parm	PAN027#2	chr3p	+	97.9915	0.961006	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr3.haplotype1:10554-510553_chr3_parm	chr3p	21807	171925	500000	41248	PAN027#1#chr3.maternal:9503-509502_chr3_parm	PAN027#1	chr3p	+	99.8464	0.996935	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr3.haplotype1:10554-510553_chr3_parm	chr3p	171925	175267	500000	41248	PAN027#2#chr3.paternal:7323-507322_chr3_parm	PAN027#2	chr3p	+	99.8802	0.997609	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr3.haplotype1:10554-510553_chr3_parm	chr3p	175267	180900	500000	41248	PAN027#1#chr3.maternal:9503-509502_chr3_parm	PAN027#1	chr3p	+	99.5818	0.991687	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr3.haplotype1:10554-510553_chr3_parm	chr3p	180900	251122	500000	41248	PAN027#2#chr3.paternal:7323-507322_chr3_parm	PAN027#2	chr3p	+	99.8673	0.997352	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr3.haplotype1:10554-510553_chr3_parm	chr3p	256141	478369	500000	41248	PAN027#2#chr3.paternal:7323-507322_chr3_parm	PAN027#2	chr3p	+	99.8796	0.997596	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr3.haplotype1:10554-510553_chr3_parm	chr3p	478369	499931	500000	41248	PAN027#1#chr3.maternal:9503-509502_chr3_parm	PAN027#1	chr3p	+	99.6679	0.99339	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	0	100421	500000	41248	PAN027#2#chr3.paternal:202048279-202548278_chr3_qarm	PAN027#2	chr3q	+	100	1	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	100421	122312	500000	41248	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	PAN027#1	chr3q	+	99.7531	0.995081	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	122312	130515	500000	41248	PAN027#2#chr3.paternal:202048279-202548278_chr3_qarm	PAN027#2	chr3q	+	98.5011	0.970681	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	131546	132571	500000	41248	PAN027#2#chr3.paternal:202048279-202548278_chr3_qarm	PAN027#2	chr3q	+	92.241	0.86106	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	133573	153277	500000	41248	PAN027#2#chr3.paternal:202048279-202548278_chr3_qarm	PAN027#2	chr3q	+	99.8629	0.997264	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	153277	203602	500000	41248	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	PAN027#1	chr3q	+	99.4502	0.989094	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	203602	216738	500000	41248	PAN027#2#chr3.paternal:202048279-202548278_chr3_qarm	PAN027#2	chr3q	+	99.7332	0.994686	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	220748	238546	500000	41248	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	PAN027#1	chr3q	+	99.7298	0.994617	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	238546	262953	500000	41248	PAN027#2#chr3.paternal:202048279-202548278_chr3_qarm	PAN027#2	chr3q	+	99.4781	0.989644	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	262953	290922	500000	41248	PAN027#2#chr7.paternal:13315-513314_chr7_parm	PAN027#2	chr7p	-	98.9662	0.97964	1	1
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	290922	298472	500000	41248	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	PAN027#1	chr3q	+	99.9764	0.999528	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	298472	303361	500000	41248	PAN027#2#chr3.paternal:202048279-202548278_chr3_qarm	PAN027#2	chr3q	+	99.9795	0.999591	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	303361	307445	500000	41248	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	PAN027#1	chr3q	+	99.9633	0.999266	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	307445	335027	500000	41248	PAN027#2#chr3.paternal:202048279-202548278_chr3_qarm	PAN027#2	chr3q	+	100	1	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	335027	340773	500000	41248	PAN027#1#chr3.maternal:200905557-201405556_chr3_qarm	PAN027#1	chr3q	+	99.9129	0.99826	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	340773	343727	500000	41248	PAN027#2#chr3.paternal:202048279-202548278_chr3_qarm	PAN027#2	chr3q	+	100	1	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	350137	354730	500000	41248	PAN027#2#chr3.paternal:202048279-202548278_chr3_qarm	PAN027#2	chr3q	+	99.9302	0.998605	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	377179	390073	500000	41248	PAN027#2#chr3.paternal:202048279-202548278_chr3_qarm	PAN027#2	chr3q	+	99.9324	0.998649	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	407837	409115	500000	41248	PAN027#2#chr3.paternal:202048279-202548278_chr3_qarm	PAN027#2	chr3q	+	100	1	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	470323	473889	500000	41248	PAN027#1#chr16.maternal:91085525-91585524_chr16_qarm	PAN027#1	chr16q	+	99.8457	0.99692	1	1
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	473889	499310	500000	41248	PAN027#2#chr20.paternal:66011116-66511115_chr20_qarm	PAN027#2	chr20q	+	99.848	0.996968	1	1
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr4.haplotype1:7519-507518_chr4_parm	chr4p	0	416710	500000	41248	PAN027#2#chr4.paternal:7599-507598_chr4_parm	PAN027#2	chr4p	+	100	1	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr4.haplotype1:7519-507518_chr4_parm	chr4p	416710	494181	500000	41248	PAN027#1#chr4.maternal:6777-506776_chr4_parm	PAN027#1	chr4p	+	99.8712	0.997429	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr4.haplotype1:7519-507518_chr4_parm	chr4p	494181	498854	500000	41248	PAN027#2#chr4.paternal:7599-507598_chr4_parm	PAN027#2	chr4p	+	99.9786	0.999572	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	71917	103528	500000	41248	PAN027#1#chr4.maternal:191881281-192381280_chr4_qarm	PAN027#1	chr4q	+	99.9179	0.998361	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	103528	168896	500000	41248	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	PAN027#2	chr4q	+	99.9651	0.999302	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	169897	182537	500000	41248	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	PAN027#2	chr4q	+	97.249	0.947163	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	182537	196712	500000	41248	PAN027#1#chr4.maternal:191881281-192381280_chr4_qarm	PAN027#1	chr4q	+	99.9836	0.999671	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	197715	206655	500000	41248	PAN027#1#chr4.maternal:191881281-192381280_chr4_qarm	PAN027#1	chr4q	+	98.468	0.970049	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	206655	208798	500000	41248	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	PAN027#2	chr4q	+	92.6114	0.867026	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	208798	242497	500000	41248	PAN027#1#chr4.maternal:191881281-192381280_chr4_qarm	PAN027#1	chr4q	+	100	1	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	242497	244500	500000	41248	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	PAN027#2	chr4q	+	96.391	0.931533	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	245505	334690	500000	41248	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	PAN027#2	chr4q	+	99.7436	0.994891	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	334690	345692	500000	41248	PAN027#1#chr4.maternal:191881281-192381280_chr4_qarm	PAN027#1	chr4q	+	99.6085	0.992216	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	348708	389742	500000	41248	PAN027#1#chr4.maternal:191881281-192381280_chr4_qarm	PAN027#1	chr4q	+	99.1519	0.983251	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	389742	422474	500000	41248	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	PAN027#2	chr4q	+	99.7171	0.994366	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	422474	435445	500000	41248	PAN027#1#chr4.maternal:191881281-192381280_chr4_qarm	PAN027#1	chr4q	+	99.3037	0.986219	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	435445	437706	500000	41248	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	PAN027#2	chr4q	+	99.7152	0.994327	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	437706	438750	500000	41248	PAN027#2#chr10.paternal:134004663-134504662_chr10_qarm	PAN027#2	chr10q	+	99.0357	0.980989	1	1
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	438750	441015	500000	41248	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	PAN027#2	chr4q	+	99.7562	0.995142	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	441015	442060	500000	41248	PAN027#2#chr10.paternal:134004663-134504662_chr10_qarm	PAN027#2	chr10q	+	99.1334	0.98289	1	1
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	442060	443289	500000	41248	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	PAN027#2	chr4q	+	99.265	0.98546	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	444318	445359	500000	41248	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	PAN027#2	chr4q	+	99.615	0.992344	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	447643	448656	500000	41248	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	PAN027#2	chr4q	+	95.8244	0.921422	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	449875	451943	500000	41248	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	PAN027#2	chr4q	+	99.5134	0.990338	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	469524	490097	500000	41248	PAN027#2#chr4.paternal:189940453-190440452_chr4_qarm	PAN027#2	chr4q	+	99.8087	0.996185	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	492143	498953	500000	41248	PAN027#1#chr22.maternal:47973984-48473983_chr22_qarm	PAN027#1	chr22q	+	97.9292	0.959832	1	1
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr5.haplotype1:2119-502118_chr5_parm	chr5p	0	12522	500000	41248	PAN027#1#chr5.maternal:8641-508640_chr5_parm	PAN027#1	chr5p	+	99.8492	0.996991	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr5.haplotype1:2119-502118_chr5_parm	chr5p	12522	62458	500000	41248	PAN027#2#chr5.paternal:8826-508825_chr5_parm	PAN027#2	chr5p	+	99.8212	0.996434	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr5.haplotype1:2119-502118_chr5_parm	chr5p	63524	73121	500000	41248	PAN027#1#chr5.maternal:8641-508640_chr5_parm	PAN027#1	chr5p	+	96.7975	0.938892	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr5.haplotype1:2119-502118_chr5_parm	chr5p	77131	92881	500000	41248	PAN027#1#chr5.maternal:8641-508640_chr5_parm	PAN027#1	chr5p	+	99.4735	0.989552	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr5.haplotype1:2119-502118_chr5_parm	chr5p	95895	136202	500000	41248	PAN027#2#chr5.paternal:8826-508825_chr5_parm	PAN027#2	chr5p	+	99.0706	0.981667	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr5.haplotype1:2119-502118_chr5_parm	chr5p	136202	160147	500000	41248	PAN027#1#chr5.maternal:8641-508640_chr5_parm	PAN027#1	chr5p	+	98.6117	0.972802	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr5.haplotype1:2119-502118_chr5_parm	chr5p	165185	175106	500000	41248	PAN027#2#chr5.paternal:8826-508825_chr5_parm	PAN027#2	chr5p	+	98.3058	0.966957	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr5.haplotype1:2119-502118_chr5_parm	chr5p	175106	189966	500000	41248	PAN027#1#chr5.maternal:8641-508640_chr5_parm	PAN027#1	chr5p	+	99.5606	0.99127	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr5.haplotype1:2119-502118_chr5_parm	chr5p	189966	311296	500000	41248	PAN027#2#chr5.paternal:8826-508825_chr5_parm	PAN027#2	chr5p	+	100	1	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr5.haplotype1:2119-502118_chr5_parm	chr5p	311296	320706	500000	41248	PAN027#1#chr5.maternal:8641-508640_chr5_parm	PAN027#1	chr5p	+	97.2808	0.94775	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr5.haplotype1:2119-502118_chr5_parm	chr5p	320706	341405	500000	41248	PAN027#2#chr5.paternal:8826-508825_chr5_parm	PAN027#2	chr5p	+	99.0507	0.981281	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr5.haplotype1:2119-502118_chr5_parm	chr5p	341405	347338	500000	41248	PAN027#1#chr5.maternal:8641-508640_chr5_parm	PAN027#1	chr5p	+	98.6715	0.97395	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr5.haplotype1:2119-502118_chr5_parm	chr5p	347338	359575	500000	41248	PAN027#2#chr5.paternal:8826-508825_chr5_parm	PAN027#2	chr5p	+	98.9476	0.979279	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr5.haplotype1:2119-502118_chr5_parm	chr5p	359575	394192	500000	41248	PAN027#1#chr5.maternal:8641-508640_chr5_parm	PAN027#1	chr5p	+	99.4112	0.988327	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr5.haplotype1:2119-502118_chr5_parm	chr5p	395195	397405	500000	41248	PAN027#1#chr5.maternal:8641-508640_chr5_parm	PAN027#1	chr5p	+	91.8023	0.854072	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr5.haplotype1:2119-502118_chr5_parm	chr5p	397405	419291	500000	41248	PAN027#2#chr5.paternal:8826-508825_chr5_parm	PAN027#2	chr5p	+	99.6781	0.993592	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr5.haplotype1:2119-502118_chr5_parm	chr5p	420309	446012	500000	41248	PAN027#1#chr5.maternal:8641-508640_chr5_parm	PAN027#1	chr5p	+	98.1708	0.964394	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr5.haplotype1:2119-502118_chr5_parm	chr5p	446012	499429	500000	41248	PAN027#2#chr5.paternal:8826-508825_chr5_parm	PAN027#2	chr5p	+	99.6413	0.992865	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr5.haplotype1:182609881-183109880_chr5_qarm	chr5q	0	115851	500000	41248	PAN027#2#chr5.paternal:181639593-182139592_chr5_qarm	PAN027#2	chr5q	+	100	1	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr5.haplotype1:182609881-183109880_chr5_qarm	chr5q	115851	116854	500000	41248	PAN027#1#chr5.maternal:183333449-183833448_chr5_qarm	PAN027#1	chr5q	+	99.9501	0.999003	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr5.haplotype1:182609881-183109880_chr5_qarm	chr5q	116854	120892	500000	41248	PAN027#2#chr5.paternal:181639593-182139592_chr5_qarm	PAN027#2	chr5q	+	99.7046	0.994118	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr5.haplotype1:182609881-183109880_chr5_qarm	chr5q	121961	123063	500000	41248	PAN027#2#chr5.paternal:181639593-182139592_chr5_qarm	PAN027#2	chr5q	+	99.7274	0.99457	1	0
PAN028_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	PAN028#1#chr5.haplotype1:182609881-183109880_chr5_qarm	chr5q	123063	133672	500000	41248	PAN027#1#chr5.maternal:183333449-183833448_chr5_qarm	PAN027#1	chr5q	+	99.3862	0.987836	1	0
