candidate_id	comparison_id	layer	paf_path	query_name	query_start	query_end	target_chrom	overlap_rows	sum_overlap_bp	query_union_bp	emits_chr3_target
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.many_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr6	34	257418	76549	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.many_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr7	51	305225	112741	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.many_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr8	27	158208	79463	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.many_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chr9	128	972573	500000	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	many_many_chopped	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/filtered_paf/PAN028mat_vs_PAN027_joint.many_many_chopped.paf.gz	PAN028#1#chr9	134380985	134880985	chrX	14	43433	21996	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr1	81	527888	149410	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr10	29	186163	92164	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr11	32	300061	184988	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr12	31	139831	57531	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr13	4	19986	9993	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr14	24	76864	21314	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr15	24	273673	131836	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr16	43	615376	293895	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr17	12	45621	17332	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr18	34	143457	68373	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr19	22	293270	137849	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr2	15	88807	44927	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr20	45	286455	121289	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr21	10	32699	20193	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr22	32	97268	25611	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr3	36	536176	261731	yes
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr4	20	40186	21696	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr5	17	224949	112468	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr6	16	257418	76549	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr7	33	305225	112741	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr8	19	158208	79463	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chr9	41	972573	500000	no
PAN028_chr9q_chr3q_PHR_candidate	PAN028mat_vs_PAN027_joint	raw_many_many_j0	/moosefs/erikg/phrs/.wg-worktrees/agent-2649/paper_prep/_brainstorming/pedigree_whole_genome_sweepga_fastga_frequency16/raw_paf/PAN028mat_vs_PAN027_joint.sweepga_frequency16_many_many_j0.paf.gz	PAN028#1#chr9	134380985	134880985	chrX	13	43433	21996	no
