dataset	setting	pair	label	query_name	query_chrarm	start	end	length_bp	n_segments	resolvability	is_interchromosomal	bridge_bp	bridge_reasons	donor_haplotypes	donor_arms	donor_communities	min_score	max_score
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	133573	216738	83165	3	unique_donor_arm_multi_haplotype	False	0	shared_donor_haplotype:2	PAN027#1:chr3q,PAN027#2:chr3q	chr3q	C3	0.988	0.997
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	220748	262953	42205	6	unique_donor_arm_multi_haplotype	False	0	shared_donor_haplotype:5	PAN027#1:chr3q,PAN027#2:chr3q	chr3q	C3	0.936	0.995
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	262953	290922	27969	2	unique_donor_arm_multi_haplotype	True	0	shared_donor_haplotype:1	PAN027#1:chr7p,PAN027#2:chr7p	chr7p	C1	0.942	0.98
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	290922	307312	16390	4	unique_donor_arm_multi_haplotype	False	0	shared_donor_haplotype:3	PAN027#1:chr3q,PAN027#2:chr3q	chr3q	C3	0.966	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	308331	349132	40801	9	cross_community_ambiguous	True	0	shared_donor_haplotype:8	PAN027#1:chr3q,PAN027#2:chr3q,PAN027#2:chr9q	chr3q,chr9q	C1,C3	0.993	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	349132	366221	17089	5	cross_community_ambiguous	True	0	shared_donor_haplotype:4	PAN027#1:chr3q,PAN027#2:chr3q,PAN027#2:chr9q	chr3q,chr9q	C1,C3	0.986	0.999
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	366221	470323	104102	15	cross_community_ambiguous	True	0	shared_donor_arm:1,shared_donor_haplotype:13	PAN027#1:chr3q,PAN027#2:chr3q,PAN027#2:chr9q	chr3q,chr9q	C1,C3	0.97	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	470323	473889	3566	1	unique_donor_haplotype	True	0		PAN027#1:chr16q	chr16q	C1	0.997	0.997
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr3.haplotype1:199233840-199733839_chr3_qarm	chr3q	473889	499310	25421	3	unique_donor_haplotype	True	0	shared_donor_haplotype:2	PAN027#2:chr20q	chr20q	C1	0.982	0.997
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	71917	168896	96979	10	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:1,shared_donor_haplotype:8	PAN027#1:chr4q,PAN027#2:chr4q	chr4q	C3	0.965	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	169897	345692	175795	16	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:4,shared_donor_haplotype:11	PAN027#1:chr4q,PAN027#2:chr4q	chr4q	C3	0.867	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	348708	437706	88998	8	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:3,shared_donor_haplotype:4	PAN027#1:chr4q,PAN027#2:chr4q	chr4q	C3	0.973	0.994
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	437706	438750	1044	1	unique_donor_arm_multi_haplotype	True	0		PAN027#1:chr10q,PAN027#2:chr10q	chr10q	C1	0.98	0.981
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	438750	441015	2265	2	unique_donor_haplotype	False	0	shared_donor_haplotype:1	PAN027#2:chr4q	chr4q	C3	0.987	0.995
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	441015	442060	1045	1	unique_donor_haplotype	True	0		PAN027#2:chr10q	chr10q	C1	0.983	0.983
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	442060	490097	48037	29	unique_donor_arm_multi_haplotype	False	0	shared_donor_haplotype:28	PAN027#1:chr4q,PAN027#2:chr4q	chr4q	C3	0.921	0.998
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	490097	491106	1009	1	unique_donor_arm_multi_haplotype	True	0		PAN027#1:chr21q,PAN027#2:chr21q	chr21q	C1	0.985	0.985
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr4.haplotype1:192785530-193285529_chr4_qarm	chr4q	492143	498953	6810	1	unique_donor_haplotype	True	0		PAN027#1:chr22q	chr22q	C1	0.96	0.96
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr4.haplotype1:7519-507518_chr4_parm	chr4p	0	498854	498854	20	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:1,shared_donor_haplotype:18	PAN027#1:chr4p,PAN027#2:chr4p	chr4p	C1	0.803	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:182609881-183109880_chr5_qarm	chr5q	0	120892	120892	18	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:2,shared_donor_haplotype:15	PAN027#1:chr5q,PAN027#2:chr5q	chr5q	C1	0.869	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:182609881-183109880_chr5_qarm	chr5q	121961	338817	216856	11	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:2,shared_donor_haplotype:8	PAN027#1:chr5q,PAN027#2:chr5q	chr5q	C1	0.965	0.998
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:182609881-183109880_chr5_qarm	chr5q	338817	350302	11485	2	cross_community_ambiguous	True	0	shared_donor_haplotype:1	PAN027#1:chr3q,PAN027#2:chr9q	chr3q,chr9q	C1,C3	0.993	0.994
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:182609881-183109880_chr5_qarm	chr5q	350302	369985	19683	4	cross_community_ambiguous	True	0	shared_donor_arm:1,shared_donor_haplotype:2	PAN027#1:chr3q,PAN027#1:chr9q,PAN027#2:chr3q,PAN027#2:chr9q	chr3q,chr9q	C1,C3	0.923	0.996
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:182609881-183109880_chr5_qarm	chr5q	369985	392728	22743	4	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:2,shared_donor_haplotype:1	PAN027#1:chr5q,PAN027#2:chr5q	chr5q	C1	0.993	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:182609881-183109880_chr5_qarm	chr5q	392728	393730	1002	1	cross_community_ambiguous	True	0		PAN027#1:chr1p,PAN027#2:chr8p	chr1p,chr8p	C1,C3	0.943	0.943
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:182609881-183109880_chr5_qarm	chr5q	393730	394731	1001	1	unique_donor_haplotype	False	0		PAN027#2:chr5q	chr5q	C1	0.948	0.949
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:182609881-183109880_chr5_qarm	chr5q	394731	395732	1001	1	unique_donor_haplotype	True	0		PAN027#1:chr6q	chr6q	C1	0.951	0.951
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:182609881-183109880_chr5_qarm	chr5q	395732	396733	1001	1	unique_donor_haplotype	False	0		PAN027#2:chr5q	chr5q	C1	0.923	0.923
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:182609881-183109880_chr5_qarm	chr5q	396733	397734	1001	1	unique_donor_haplotype	True	0		PAN027#2:chr11p	chr11p	C1	0.951	0.951
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:182609881-183109880_chr5_qarm	chr5q	397734	400738	3004	3	unique_donor_haplotype	False	0	shared_donor_haplotype:2	PAN027#2:chr5q	chr5q	C1	0.936	0.985
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:182609881-183109880_chr5_qarm	chr5q	400738	402742	2004	2	unique_donor_haplotype	True	0	shared_donor_haplotype:1	PAN027#1:chr6q	chr6q	C1	0.928	0.952
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:182609881-183109880_chr5_qarm	chr5q	402742	405746	3004	3	unique_donor_haplotype	False	0	shared_donor_haplotype:2	PAN027#2:chr5q	chr5q	C1	0.901	0.959
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:182609881-183109880_chr5_qarm	chr5q	405746	410213	4467	1	unique_donor_haplotype	True	0		PAN027#2:chr6q	chr6q	C1	0.956	0.956
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:182609881-183109880_chr5_qarm	chr5q	410213	437114	26901	2	unique_donor_haplotype	False	0	shared_donor_haplotype:1	PAN027#2:chr5q	chr5q	C1	0.997	0.999
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:182609881-183109880_chr5_qarm	chr5q	437114	445472	8358	1	unique_donor_haplotype	True	0		PAN027#2:chr1p	chr1p	C3	0.919	0.919
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:182609881-183109880_chr5_qarm	chr5q	445472	463037	17565	2	unique_donor_haplotype	True	0	shared_donor_haplotype:1	PAN027#1:chr9q	chr9q	C1	0.846	0.989
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:182609881-183109880_chr5_qarm	chr5q	464281	467761	3480	1	unique_donor_haplotype	True	0		PAN027#1:chr6q	chr6q	C1	0.853	0.853
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:182609881-183109880_chr5_qarm	chr5q	467761	473638	5877	3	same_community_ambiguous	True	0	shared_donor_haplotype:2	PAN027#1:chr17q,PAN027#1:chr9q,PAN027#2:chr17q	chr17q,chr9q	C1	0.898	0.991
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:182609881-183109880_chr5_qarm	chr5q	474723	476437	1714	1	unique_donor_haplotype	True	0		PAN027#1:chr9q	chr9q	C1	0.913	0.913
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:182609881-183109880_chr5_qarm	chr5q	476437	478427	1990	1	unique_donor_haplotype	True	0		PAN027#1:chr17q	chr17q	C1	0.822	0.822
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:182609881-183109880_chr5_qarm	chr5q	478427	493574	15147	2	unique_donor_haplotype	True	0	shared_donor_haplotype:1	PAN027#2:chr6q	chr6q	C1	0.986	0.987
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:182609881-183109880_chr5_qarm	chr5q	493574	498340	4766	1	unique_donor_haplotype	False	0		PAN027#1:chr5q	chr5q	C1	0.984	0.984
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:2119-502118_chr5_parm	chr5p	1388	62458	61070	4	unique_donor_arm_multi_haplotype	False	0	shared_donor_haplotype:3	PAN027#1:chr5p,PAN027#2:chr5p	chr5p	unknown	0.914	0.997
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:2119-502118_chr5_parm	chr5p	63524	73121	9597	1	unique_donor_haplotype	False	0		PAN027#1:chr5p	chr5p	unknown	0.939	0.939
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:2119-502118_chr5_parm	chr5p	77131	92881	15750	2	unique_donor_haplotype	False	0	shared_donor_haplotype:1	PAN027#1:chr5p	chr5p	unknown	0.966	0.99
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:2119-502118_chr5_parm	chr5p	95892	160147	64255	4	unique_donor_arm_multi_haplotype	False	0	shared_donor_haplotype:3	PAN027#1:chr5p,PAN027#2:chr5p	chr5p	unknown	0.861	0.982
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:2119-502118_chr5_parm	chr5p	165185	394192	229007	18	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:5,shared_donor_haplotype:12	PAN027#1:chr5p,PAN027#2:chr5p	chr5p	unknown	0.917	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:2119-502118_chr5_parm	chr5p	395195	419291	24096	3	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:1,shared_donor_haplotype:1	PAN027#1:chr5p,PAN027#2:chr5p	chr5p	unknown	0.854	0.994
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr5.haplotype1:2119-502118_chr5_parm	chr5p	420309	499429	79120	5	unique_donor_arm_multi_haplotype	False	0	shared_donor_haplotype:4	PAN027#1:chr5p,PAN027#2:chr5p	chr5p	unknown	0.906	0.998
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr6.haplotype1:171375196-171875195_chr6_qarm	chr6q	0	500000	500000	75	unique_donor_haplotype	False	0	shared_donor_haplotype:74	PAN027#1:chr6q	chr6q	C1	1	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr6.haplotype1:7138-507137_chr6_parm	chr6p	0	500000	500000	46	unique_donor_arm_multi_haplotype	False	0	shared_donor_haplotype:45	PAN027#1:chr6p,PAN027#2:chr6p	chr6p	C4	0.992	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr7.haplotype1:160528574-161028573_chr7_qarm	chr7q	2356	68471	66115	2	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:1	PAN027#1:chr7q,PAN027#2:chr7q	chr7q	C1	0.994	0.995
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr7.haplotype1:160528574-161028573_chr7_qarm	chr7q	69472	70473	1001	1	unique_donor_haplotype	False	0		PAN027#2:chr7q	chr7q	C1	0.827	0.827
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr7.haplotype1:160528574-161028573_chr7_qarm	chr7q	74507	363639	289132	19	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:3,shared_donor_haplotype:15	PAN027#1:chr7q,PAN027#2:chr7q	chr7q	C1	0.93	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr7.haplotype1:160528574-161028573_chr7_qarm	chr7q	364644	365645	1001	1	unique_donor_haplotype	False	0		PAN027#2:chr7q	chr7q	C1	0.855	0.855
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr7.haplotype1:160528574-161028573_chr7_qarm	chr7q	366650	496985	130335	4	unique_donor_arm_multi_haplotype	False	0	shared_donor_haplotype:3	PAN027#1:chr7q,PAN027#2:chr7q	chr7q	C1	0.926	0.997
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	chr7p	1002	7105	6103	1	unique_donor_haplotype	False	0		PAN027#2:chr7p	chr7p	C1	0.979	0.979
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	chr7p	7105	9910	2805	2	unique_donor_arm_multi_haplotype	True	0	shared_donor_haplotype:1	PAN027#1:chr6p,PAN027#2:chr6p	chr6p	C4	0.996	0.998
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	chr7p	9910	39072	29162	7	same_community_ambiguous	True	0	shared_donor_haplotype:6	PAN027#1:chr7p,PAN027#2:chr20p,PAN027#2:chr7p	chr20p,chr7p	C1	0.994	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	chr7p	39072	46040	6968	2	same_community_ambiguous	True	0	shared_donor_haplotype:1	PAN027#1:chr19p,PAN027#1:chr7p,PAN027#2:chr19p,PAN027#2:chr7p	chr19p,chr7p	C1	0.998	0.998
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	chr7p	46040	63049	17009	5	same_community_ambiguous	True	0	shared_donor_haplotype:4	PAN027#1:chr7p,PAN027#2:chr11p,PAN027#2:chr7p	chr11p,chr7p	C1	0.995	0.999
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	chr7p	64050	66624	2574	1	unique_donor_arm_multi_haplotype	True	0		PAN027#1:chr19p,PAN027#2:chr19p	chr19p	C1	0.969	0.969
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	chr7p	66624	87336	20712	5	unique_donor_arm_multi_haplotype	False	0	shared_donor_haplotype:4	PAN027#1:chr7p,PAN027#2:chr7p	chr7p	C1	0.995	0.999
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	chr7p	87336	88559	1223	1	unique_donor_arm_multi_haplotype	True	0		PAN027#1:chr19p,PAN027#2:chr19p	chr19p	C1	0.998	0.998
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	chr7p	88559	116787	28228	7	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:1,shared_donor_haplotype:5	PAN027#1:chr7p,PAN027#2:chr7p	chr7p	C1	0.907	0.998
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	chr7p	116787	118792	2005	2	same_community_ambiguous	True	0	shared_donor_haplotype:1	PAN027#1:chr16p,PAN027#1:chr16q	chr16p,chr16q	C1	0.883	0.928
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	chr7p	118792	304791	185999	17	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:4,shared_donor_haplotype:12	PAN027#1:chr7p,PAN027#2:chr7p	chr7p	C1	0.859	0.999
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	chr7p	305849	314303	8454	1	unique_donor_haplotype	False	0		PAN027#2:chr7p	chr7p	C1	0.919	0.919
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	chr7p	315654	355028	39374	6	unique_donor_arm_multi_haplotype	False	0	shared_donor_haplotype:5	PAN027#1:chr7p,PAN027#2:chr7p	chr7p	C1	0.882	0.997
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	chr7p	356054	449234	93180	5	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:1,shared_donor_haplotype:3	PAN027#1:chr7p,PAN027#2:chr7p	chr7p	C1	0.947	0.996
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr7.haplotype1:8883-508882_chr7_parm	chr7p	472750	499990	27240	1	unique_donor_haplotype	False	0		PAN027#2:chr7p	chr7p	C1	0.998	0.998
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr8.haplotype1:145565320-146065319_chr8_qarm	chr8q	0	500000	500000	26	unique_donor_arm_multi_haplotype	False	0	shared_donor_haplotype:25	PAN027#1:chr8q,PAN027#2:chr8q	chr8q	unknown	0.994	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	chr8p	0	500000	500000	49	cross_community_ambiguous	True	0	shared_donor_haplotype:48	PAN027#1:chr1p,PAN027#2:chr8p	chr1p,chr8p	C1,C3	0.883	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	chr9q	2458	351187	348729	33	cross_community_ambiguous	True	0	shared_donor_arm:5,shared_donor_haplotype:27	PAN027#1:chr16q,PAN027#1:chr3q,PAN027#1:chr9q,PAN027#2:chr16q,PAN027#2:chr3q,PAN027#2:chr9q	chr16q,chr3q,chr9q	C1,C3	0.808	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	chr9q	351187	368176	16989	4	cross_community_ambiguous	True	0	shared_donor_arm:1,shared_donor_haplotype:2	PAN027#1:chr3q,PAN027#2:chr3q,PAN027#2:chr9q	chr3q,chr9q	C1,C3	0.928	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	chr9q	368176	472213	104037	15	cross_community_ambiguous	True	0	shared_donor_haplotype:14	PAN027#1:chr3q,PAN027#2:chr3q,PAN027#2:chr9q	chr3q,chr9q	C1,C3	0.958	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	chr9q	472213	475780	3567	1	unique_donor_haplotype	True	0		PAN027#2:chr3q	chr3q	C3	0.999	0.999
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	chr9q	475780	490946	15166	1	unique_donor_haplotype	True	0		PAN027#2:chr15q	chr15q	C1	0.982	0.982
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr9.haplotype1:134380985-134880984_chr9_qarm	chr9q	490946	499901	8955	1	unique_donor_haplotype	True	0		PAN027#1:chr3q	chr3q	C3	0.994	0.994
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr9.haplotype1:5529-505528_chr9_parm	chr9p	0	9028	9028	1	unique_donor_haplotype	True	0		PAN027#1:chr19p	chr19p	C1	0.968	0.968
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr9.haplotype1:5529-505528_chr9_parm	chr9p	9028	387276	378248	13	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:2,shared_donor_haplotype:10	PAN027#1:chr9p,PAN027#2:chr9p	chr9p	C1	0.984	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chr9.haplotype1:5529-505528_chr9_parm	chr9p	388302	496694	108392	6	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:1,shared_donor_haplotype:4	PAN027#1:chr9p,PAN027#2:chr9p	chr9p	C1	0.949	1
e50000.m1000	m1000_default	PAN028_vs_PAN027	PAN028 maternal (hap1) vs PAN027 (mother)	PAN028#1#chrX.haplotype1:153577550-154077549_chrX_qarm	chrXq	0	36171	36171	5	unique_donor_arm_multi_haplotype	False	0	shared_donor_arm:1,shared_donor_haplotype:3	PAN027#1:chrXq,PAN027#2:chrXq	chrXq	C1	0.985	1
