setting	pair	query_name	tract_start	tract_end	segment_start	segment_end	resolvability	segment_resolvability	bridge_bp	donor_arms	donor_communities	best_score
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	66994	68010	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	68010	69221	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	69221	70989	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	70989	72125	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	72125	73582	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	73582	74596	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	74596	75665	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	75665	77433	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	77433	78569	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	78569	80026	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	80026	81040	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	81040	82109	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	82109	83877	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	83877	85013	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	85013	86470	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	86470	87484	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	87484	88553	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	88553	90321	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	90321	91457	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	91457	92914	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	92914	93928	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	93928	94997	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	94997	96765	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	96765	97901	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	97901	99358	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	99358	100372	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	100372	101441	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	101441	103217	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	103217	104353	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	104353	105810	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	105810	106824	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	106824	107893	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	107893	109661	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	109661	110797	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	110797	112254	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	112254	113268	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	113268	114337	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	114337	116113	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	116113	117249	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	117249	118706	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	118706	119717	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	119717	120786	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	120786	122554	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	122554	123690	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	123690	125147	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	125147	126161	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	126161	127230	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	127230	128998	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	128998	130134	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	130134	131591	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	131591	132602	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	132602	133671	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	133671	135439	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	135439	136575	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	136575	138032	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	138032	139043	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	139043	140112	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	140112	141880	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	141880	143016	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	143016	144473	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	144473	145489	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	0.998
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	145489	146635	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	146635	148177	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	148177	149313	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	149313	150770	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	150770	151781	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	0.998
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	151781	152850	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	152850	154618	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	154618	155754	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	155754	157211	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	157211	158225	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	0.941
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	158225	159294	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	159294	161062	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	161062	162198	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	162198	163655	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	163655	164666	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	164666	165735	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	165735	167503	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	167503	168639	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	168639	170096	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	170096	171107	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	171107	172176	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	172176	173933	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	173933	175069	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	175069	176517	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	176517	177530	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	177530	178676	same_community_ambiguous	same_community_ambiguous	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	178676	180207	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	180207	181343	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	181343	182791	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	182791	183804	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	183804	184950	same_community_ambiguous	same_community_ambiguous	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	184950	186493	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	186493	187629	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	187629	189077	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	189077	190090	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	190090	191236	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	191236	192636	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	192636	193776	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	193776	195213	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	195213	196278	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	196278	197280	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	197280	198626	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	198626	200353	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	200353	201493	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	201493	249776	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	249776	266987	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	266987	272002	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	272002	277343	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	277343	279884	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	279884	291992	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	291992	292993	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	292993	293994	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	293994	294995	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	294995	295996	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	295996	296997	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	296997	297998	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	297998	298999	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	298999	300000	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	300000	301001	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	301001	302002	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	302002	303003	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	303003	304004	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	304004	305005	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	305005	306006	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	306006	307007	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	307007	308008	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	308008	309009	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	309009	310010	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	310010	311011	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	311011	312012	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	312012	313013	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	313013	314014	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	314014	315015	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	315015	316016	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	316016	317017	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	317017	318018	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	318018	319019	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	319019	320020	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	320020	321043	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	321043	322044	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	322044	323046	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	323046	324047	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	324047	325048	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
m1000_default	PAN027_vs_PAN010	PAN027#1#chr15.maternal:8539-508538_chr15_parm	0	500000	325048	326049	same_community_ambiguous	unique_donor_haplotype	0	chr14p,chr15p	C2	1
