event_id	comparison_id	panel_label	query_name	query_chrom	window_start	window_end	basis	chunk_mode	num_mappings	scaffold_jump	scoring	filter_overlap	query_start	query_end	query_clip_start	query_clip_end	window_overlap_bp	target_name	target_chrom	target_bucket	target_start	target_end	strand	matches	alignment_length	identity	expected_target_chroms	is_expected_target	source_tsv_gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136080000	136082000	136080000	136082000	2000	PAN011#joint#h2_chr19	chr19	other	128722	130722	.	2000	2000	1.000000	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136080000	136082000	136080000	136082000	2000	PAN011#joint#h1_chr3	chr3	chr3	202424058	202426058	.	2000	2000	1.000000	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136080000	136082000	136080000	136082000	2000	PAN011#joint#h2_chr5	chr5	other	181791056	181793058	.	1985	1993	0.996002	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136080000	136082000	136080000	136082000	2000	PAN011#joint#h2_chr8	chr8	other	125212	127212	.	1988	1994	0.997000	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136082000	136084000	136082000	136084000	2000	PAN011#joint#h2_chr1	chr1	other	131081	133085	.	1976	1989	0.993506	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136082000	136084000	136082000	136084000	2000	PAN011#joint#h1_chr11	chr11	other	132092	134093	.	1968	1984	0.991752	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136082000	136084000	136082000	136084000	2000	PAN011#joint#h2_chr19	chr19	other	126722	128722	.	2000	2000	1.000000	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136082000	136084000	136082000	136084000	2000	PAN011#joint#h1_chr3	chr3	chr3	202426058	202428059	.	1998	1999	0.999250	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136082000	136084000	136082000	136084000	2000	PAN011#joint#h2_chr5	chr5	other	181793058	181795062	.	1976	1989	0.993506	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136082000	136084000	136082000	136084000	2000	PAN011#joint#h2_chr8	chr8	other	123208	125212	.	1992	1997	0.997502	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136084000	136086000	136084000	136086000	2000	PAN011#joint#h1_chr1	chr1	other	124588	126588	.	1968	1984	0.992000	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136084000	136086000	136084000	136086000	2000	PAN011#joint#h1_chr11	chr11	other	130092	132092	.	1978	1989	0.994500	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136084000	136086000	136084000	136086000	2000	PAN011#joint#h2_chr19	chr19	other	124722	126722	.	1990	1995	0.997500	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136084000	136086000	136084000	136086000	2000	PAN011#joint#h1_chr3	chr3	chr3	202428059	202430059	.	1992	1996	0.998000	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136084000	136086000	136084000	136086000	2000	PAN011#joint#h2_chr5	chr5	other	181795062	181797062	.	1970	1985	0.992500	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136084000	136086000	136084000	136086000	2000	PAN011#joint#h2_chr8	chr8	other	121208	123208	.	1986	1993	0.996500	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136086000	136088000	136086000	136088000	2000	PAN011#joint#h2_chr1	chr1	other	127083	129081	.	1981	1990	0.995498	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136086000	136088000	136086000	136088000	2000	PAN011#joint#h2_chr11	chr11	other	120594	122590	.	1976	1987	0.994494	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136086000	136088000	136086000	136088000	2000	PAN011#joint#h2_chr19	chr19	other	122722	124722	.	1996	1998	0.999000	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136086000	136088000	136086000	136088000	2000	PAN011#joint#h2_chr3	chr3	chr3	205456751	205458751	.	1998	1999	0.999500	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136086000	136088000	136086000	136088000	2000	PAN011#joint#h2_chr5	chr5	other	181797062	181799061	.	1985	1992	0.996249	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136086000	136088000	136086000	136088000	2000	PAN011#joint#h2_chr8	chr8	other	119208	121208	.	1992	1996	0.998000	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136088000	136090000	136088000	136090000	2000	PAN011#joint#h1_chr1	chr1	other	120586	122590	.	1992	1997	0.997502	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136088000	136090000	136088000	136090000	2000	PAN011#joint#h1_chr11	chr11	other	126096	128096	.	1988	1994	0.997000	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136088000	136090000	136088000	136090000	2000	PAN011#joint#h2_chr19	chr19	other	120719	122722	.	1997	1999	0.998751	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136088000	136090000	136088000	136090000	2000	PAN011#joint#h2_chr3	chr3	chr3	205458751	205460751	.	1998	1999	0.999500	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136088000	136090000	136088000	136090000	2000	PAN011#joint#h2_chr5	chr5	other	181799061	181801062	.	1992	1996	0.997750	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136088000	136090000	136088000	136090000	2000	PAN011#joint#h2_chr8	chr8	other	117213	119208	.	1959	1978	0.990238	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136090000	136092000	136090000	136092000	2000	PAN011#joint#h1_chr1	chr1	other	118586	120586	.	1996	1998	0.999000	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136090000	136092000	136090000	136092000	2000	PAN011#joint#h2_chr11	chr11	other	116593	118593	.	1992	1996	0.998000	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136090000	136092000	136090000	136092000	2000	PAN011#joint#h2_chr19	chr19	other	118719	120719	.	1996	1998	0.999000	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136090000	136092000	136090000	136092000	2000	PAN011#joint#h1_chr3	chr3	chr3	202434059	202436059	.	1996	1998	0.999000	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136090000	136092000	136090000	136092000	2000	PAN011#joint#h2_chr5	chr5	other	181801062	181803062	.	1986	1993	0.996500	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136090000	136092000	136090000	136092000	2000	PAN011#joint#h2_chr8	chr8	other	115202	117213	.	1977	1991	0.992770	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136092000	136094000	136092000	136094000	2000	PAN011#joint#h1_chr1	chr1	other	116583	118586	.	1997	1999	0.998751	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136092000	136094000	136092000	136094000	2000	PAN011#joint#h2_chr11	chr11	other	115533	116593	.	727	1055	0.689542	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136092000	136094000	136092000	136094000	2000	PAN011#joint#h2_chr19	chr19	other	116717	118719	.	1997	1999	0.999000	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136092000	136094000	136092000	136094000	2000	PAN011#joint#h2_chr3	chr3	chr3	205462751	205464751	.	1998	1999	0.999500	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136092000	136094000	136092000	136094000	2000	PAN011#joint#h2_chr5	chr5	other	181803062	181804122	.	732	1058	0.691503	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136092000	136094000	136092000	136094000	2000	PAN011#joint#h2_chr6	chr6	other	128216	128852	.	304	633	0.480273	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136092000	136094000	136092000	136094000	2000	PAN011#joint#h2_chr8	chr8	other	114142	115202	.	727	1055	0.689542	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136094000	136096000	136094000	136096000	2000	PAN011#joint#h1_chr1	chr1	other	114583	116583	.	1992	1996	0.998000	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136094000	136096000	136094000	136096000	2000	PAN011#joint#h2_chr11	chr11	other	112912	114912	.	1978	1989	0.994500	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136094000	136096000	136094000	136096000	2000	PAN011#joint#h2_chr19	chr19	other	114717	116717	.	1990	1995	0.997500	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136094000	136096000	136094000	136096000	2000	PAN011#joint#h2_chr3	chr3	chr3	205464751	205466751	.	1998	1999	0.999500	chr3	yes	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136094000	136096000	136094000	136096000	2000	PAN011#joint#h2_chr6	chr6	other	126216	128216	.	1982	1991	0.995500	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136094000	136096000	136094000	136096000	2000	PAN011#joint#h1_chr8	chr8	other	126877	128878	.	1972	1986	0.992752	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136096000	136098000	136096000	136098000	2000	PAN011#joint#h1_chr1	chr1	other	112584	114583	.	1989	1994	0.997249	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136096000	136098000	136096000	136098000	2000	PAN011#joint#h2_chr11	chr11	other	110911	112912	.	1988	1994	0.996751	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
PAN027_chr9q_chr3q_PHR_candidate	PAN027pat_vs_PAN011_joint	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	135704825	136204825	10:10	pre-impg-query-window	10:10	0	impg-estimated-identity	na	136096000	136098000	136096000	136098000	2000	PAN011#joint#h2_chr19	chr19	other	112718	114717	.	1989	1994	0.997249	chr3	no	paper_prep/_brainstorming/fig5_pre_impg_depth_filtered_similarity/outputs/PAN027pat_vs_PAN011_joint.sweepga_f32.10to10.query_2000bp.predepth_top20.impg_similarity.tsv.gz
