view	query_name	query_arm	query_start	query_end	target_hap	target_arm	nth_best	score	strand
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	287573	292737	PAN010#1	chr13p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	287573	289024	PAN010#2	chr22p	3	0.952894	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	289024	290037	PAN010#2	chr22p	2	0.992134	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	292737	293873	PAN010#2	chr22p	1	0.989492	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	292737	293873	PAN010#1	chr13p	2	0.982548	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	293873	295320	PAN010#1	chr13p	1	0.974079	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	295320	296333	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	296333	297599	PAN010#1	chr15p	1	0.998421	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	297599	321225	PAN010#1	chr13p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	303744	305182	PAN010#2	chr22p	4	0.965824	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	305182	306318	PAN010#2	chr22p	2	0.994732	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	309897	312468	PAN010#2	chr22p	2	0.995132	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	313912	314925	PAN010#2	chr22p	4	0.988224	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	316191	320212	PAN010#2	chr22p	2	0.99307	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	320212	321225	PAN010#2	chr22p	3	0.994094	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	321225	322491	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	321225	322491	PAN010#1	chr13p	2	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	322491	323921	PAN010#1	chr13p	1	0.998602	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	322491	323921	PAN010#2	chr22p	3	0.993031	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	323921	326504	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	323921	325057	PAN010#1	chr13p	3	0.987752	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	325057	326504	PAN010#1	chr13p	2	0.982192	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	326504	327517	PAN010#1	chr13p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	326504	327517	PAN010#2	chr22p	2	0.998028	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	327517	331345	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	327517	330209	PAN010#1	chr13p	2	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	330209	331345	PAN010#1	chr13p	3	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	331345	332792	PAN010#1	chr13p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	331345	332792	PAN010#2	chr22p	2	0.990371	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	332792	337633	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	332792	336497	PAN010#1	chr13p	2	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	336497	337633	PAN010#1	chr13p	3	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	337633	340097	PAN010#1	chr13p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	337633	339084	PAN010#2	chr22p	3	0.970129	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	339084	340097	PAN010#2	chr22p	2	0.976585	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	340097	341363	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	340097	341363	PAN010#1	chr13p	2	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	341363	343945	PAN010#1	chr13p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	341363	343945	PAN010#2	chr22p	2	0.998241	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	343945	346405	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	343945	345392	PAN010#1	chr13p	3	0.948822	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	345392	346405	PAN010#1	chr13p	2	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	346405	347671	PAN010#1	chr13p	1	0.998421	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	347671	350245	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	347671	350245	PAN010#1	chr13p	3	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	350245	351692	PAN010#1	chr13p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	350245	351692	PAN010#2	chr22p	2	0.997239	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	351692	360269	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	351692	352703	PAN010#1	chr13p	2	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	352703	357990	PAN010#1	chr13p	3	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	357990	360269	PAN010#1	chr13p	2	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	360269	361707	PAN010#1	chr13p	1	0.976632	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	360269	361707	PAN010#2	chr22p	2	0.975275	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	361707	364290	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	361707	362843	PAN010#1	chr13p	2	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	362843	364290	PAN010#1	chr13p	3	0.97948	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	364290	365303	PAN010#1	chr13p	1	0.992134	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	364290	365303	PAN010#2	chr22p	2	0.988224	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	365303	371603	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	365303	366569	PAN010#1	chr13p	2	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	366569	369143	PAN010#1	chr13p	3	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	369143	371603	PAN010#1	chr13p	2	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	371603	374303	PAN010#1	chr13p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	371603	374303	PAN010#2	chr22p	2	0.997214	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	374303	375439	PAN010#2	chr22p	1	0.989492	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	374303	375439	PAN010#1	chr13p	2	0.982548	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	375439	379164	PAN010#1	chr13p	1	0.998618	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	376885	379164	PAN010#2	chr22p	4	0.992134	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	379164	381738	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	379164	381738	PAN010#1	chr13p	3	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	381738	389484	PAN010#1	chr13p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	383185	384198	PAN010#2	chr22p	2	0.986275	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	384198	385464	PAN010#2	chr22p	4	0.990566	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	385464	388037	PAN010#2	chr22p	2	0.99912	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	389484	391763	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	389484	390497	PAN010#1	chr13p	2	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	390497	391763	PAN010#1	chr15p	4	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	391763	393197	PAN010#1	chr15p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	393197	394333	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	393197	394333	PAN010#1	chr13p	2	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	394333	395776	PAN010#1	chr13p	1	0.993103	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	395776	398055	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	396789	398055	PAN010#1	chr15p	4	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	398055	402076	PAN010#1	chr13p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	398055	399493	PAN010#2	chr22p	4	0.997222	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	399493	400629	PAN010#2	chr22p	2	0.996485	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	402076	406924	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	402076	403089	PAN010#1	chr13p	2	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	404355	406924	PAN010#1	chr13p	2	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	406924	408373	PAN010#1	chr21p	1	0.986292	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	406924	408373	PAN010#2	chr22p	3	0.979508	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	408373	410652	PAN010#2	chr22p	1	0.987441	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	408373	409386	PAN010#1	chr21p	2	0.970817	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	409386	410652	PAN010#1	chr15p	4	0.987441	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	410652	412086	PAN010#1	chr15p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	412086	413222	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	412086	413222	PAN010#1	chr13p	2	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	413222	414665	PAN010#1	chr13p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	413222	414665	PAN010#2	chr22p	4	0.978097	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	414665	416944	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	415678	416944	PAN010#1	chr15p	4	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	416944	418382	PAN010#1	chr13p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	416944	418382	PAN010#2	chr22p	4	0.997222	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	418382	427257	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	418382	419518	PAN010#1	chr21p	4	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	419518	420965	PAN010#1	chr13p	3	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	421978	423244	PAN010#1	chr15p	4	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	423244	424674	PAN010#1	chr13p	3	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	424674	425810	PAN010#1	chr21p	4	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	425810	427257	PAN010#1	chr13p	3	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	427257	428270	PAN010#1	chr13p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	427257	428270	PAN010#2	chr22p	2	0.998028	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	428270	433549	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	428270	429536	PAN010#1	chr13p	2	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	429536	430966	PAN010#1	chr13p	3	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	430966	432102	PAN010#1	chr21p	4	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	432102	433549	PAN010#1	chr13p	3	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	433549	434562	PAN010#1	chr15p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	433549	435828	PAN010#2	chr22p	3	0.998028	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	434562	435828	PAN010#1	chr13p	1	0.998421	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	435828	437266	PAN010#2	chr22p	1	0.995836	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	435828	437266	PAN010#1	chr13p	4	0.994444	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	437266	438402	PAN010#1	chr15p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	437266	438402	PAN010#2	chr22p	4	0.998241	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	438402	440862	PAN010#1	chr13p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	439849	440862	PAN010#2	chr22p	2	0.994094	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	440862	442128	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	440862	442128	PAN010#1	chr15p	4	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	442128	443562	PAN010#1	chr13p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	442128	443562	PAN010#2	chr22p	3	0.998606	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	443562	444698	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	443562	444698	PAN010#1	chr13p	3	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	444698	446145	PAN010#1	chr13p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	444698	446145	PAN010#2	chr22p	2	0.998619	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	446145	448424	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	447158	448424	PAN010#1	chr13p	2	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	448424	449858	PAN010#1	chr13p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	448424	449858	PAN010#2	chr22p	3	0.998606	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	449858	454720	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	449858	450994	PAN010#1	chr21p	4	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	450994	452441	PAN010#1	chr13p	3	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	453454	454720	PAN010#1	chr13p	2	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	454720	456158	PAN010#1	chr13p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	454720	456158	PAN010#2	chr22p	4	0.997222	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	456158	457294	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	456158	457294	PAN010#1	chr21p	4	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	457294	458741	PAN010#1	chr15p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	458741	459754	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	459754	462454	PAN010#1	chr13p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	459754	461020	PAN010#2	chr22p	3	0.995272	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	462454	463590	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	462454	463590	PAN010#1	chr21p	4	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	463590	465037	PAN010#1	chr15p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	465037	466050	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	466050	468750	PAN010#1	chr13p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	466050	467316	PAN010#2	chr22p	3	0.995272	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	468750	469886	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	468750	469886	PAN010#1	chr21p	2	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	469886	471333	PAN010#1	chr13p	1	0.988988	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	469886	471333	PAN010#2	chr22p	2	0.984911	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	471333	472346	PAN010#1	chr15p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	471333	472346	PAN010#2	chr22p	3	0.998028	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	472346	473612	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	472346	473612	PAN010#1	chr13p	4	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	473612	477625	PAN010#1	chr13p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	475042	477625	PAN010#2	chr22p	2	0.998619	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	477625	479904	PAN010#2	chr22p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	477625	479904	PAN010#1	chr21p	2	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	479904	499970	PAN010#1	chr13p	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:20449-520448_chr13_parm	chr13p	479904	499970	PAN010#2	chr22p	2	0.999801	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:108927643-109427642_chr13_qarm	chr13q	0	500000	PAN010#2	chr13q	1	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:108927643-109427642_chr13_qarm	chr13q	0	21861	PAN010#1	chr13q	2	0.99598	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:108927643-109427642_chr13_qarm	chr13q	22886	146561	PAN010#1	chr13q	2	0.999276	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:108927643-109427642_chr13_qarm	chr13q	147607	185107	PAN010#1	chr13q	2	0.999775	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:108927643-109427642_chr13_qarm	chr13q	186121	240233	PAN010#1	chr13q	2	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:108927643-109427642_chr13_qarm	chr13q	243295	343534	PAN010#1	chr13q	2	1	+
sweepga_paf_1_many	PAN027#1#chr13.maternal:108927643-109427642_chr13_qarm	chr13q	344546	499999	PAN010#1	chr13q	2	0.996456	+
sweepga_paf_1_many	PAN027#1#chr14.maternal:8164-508163_chr14_parm	chr14p	0	232173	PAN010#2	chr14p	1	1	+
sweepga_paf_1_many	PAN027#1#chr14.maternal:8164-508163_chr14_parm	chr14p	5220	22342	PAN010#1	chr22p	2	0.994872	+
sweepga_paf_1_many	PAN027#1#chr14.maternal:8164-508163_chr14_parm	chr14p	22342	23405	PAN010#1	chr22p	3	0.994366	+
sweepga_paf_1_many	PAN027#1#chr14.maternal:8164-508163_chr14_parm	chr14p	23405	42682	PAN010#1	chr22p	2	0.998895	+
sweepga_paf_1_many	PAN027#1#chr14.maternal:8164-508163_chr14_parm	chr14p	42682	44069	PAN010#1	chr13p	3	0.979462	+
sweepga_paf_1_many	PAN027#1#chr14.maternal:8164-508163_chr14_parm	chr14p	44069	65108	PAN010#1	chr22p	2	0.998072	+
sweepga_paf_1_many	PAN027#1#chr14.maternal:8164-508163_chr14_parm	chr14p	65108	66244	PAN010#1	chr22p	4	0.994732	+
sweepga_paf_1_many	PAN027#1#chr14.maternal:8164-508163_chr14_parm	chr14p	66244	67705	PAN010#1	chr22p	2	0.986385	+
sweepga_paf_1_many	PAN027#1#chr14.maternal:8164-508163_chr14_parm	chr14p	67705	68718	PAN010#1	chr22p	4	1	+
sweepga_paf_1_many	PAN027#1#chr14.maternal:8164-508163_chr14_parm	chr14p	68718	69984	PAN010#1	chr22p	2	0.996845	+
sweepga_paf_1_many	PAN027#1#chr14.maternal:8164-508163_chr14_parm	chr14p	69984	71430	PAN010#1	chr22p	3	0.980716	+
sweepga_paf_1_many	PAN027#1#chr14.maternal:8164-508163_chr14_parm	chr14p	71430	72566	PAN010#1	chr22p	4	0.991236	+
sweepga_paf_1_many	PAN027#1#chr14.maternal:8164-508163_chr14_parm	chr14p	72566	74025	PAN010#1	chr22p	3	0.983751	+
sweepga_paf_1_many	PAN027#1#chr14.maternal:8164-508163_chr14_parm	chr14p	74025	75038	PAN010#1	chr22p	4	1	+
sweepga_paf_1_many	PAN027#1#chr14.maternal:8164-508163_chr14_parm	chr14p	75038	76304	PAN010#1	chr22p	3	0.979672	+
sweepga_paf_1_many	PAN027#1#chr14.maternal:8164-508163_chr14_parm	chr14p	76304	77751	PAN010#1	chr22p	2	0.978037	+
sweepga_paf_1_many	PAN027#1#chr14.maternal:8164-508163_chr14_parm	chr14p	77751	78887	PAN010#1	chr22p	4	0.992982	+
sweepga_paf_1_many	PAN027#1#chr14.maternal:8164-508163_chr14_parm	chr14p	78887	80346	PAN010#1	chr22p	3	0.974394	+
sweepga_paf_1_many	PAN027#1#chr14.maternal:8164-508163_chr14_parm	chr14p	80346	81359	PAN010#1	chr22p	4	1	+
sweepga_paf_1_many	PAN027#1#chr14.maternal:8164-508163_chr14_parm	chr14p	81359	82624	PAN010#1	chr22p	2	0.965062	+
sweepga_paf_1_many	PAN027#1#chr14.maternal:8164-508163_chr14_parm	chr14p	82624	85207	PAN010#1	chr22p	3	0.978223	+
