seq	arm	self_chr	region_start	region_end	chrs_involved	arms_involved
HG02698#2#JBHDTM010000052.1:12440-512439_chr21_parm	parm	chr21	0	80000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
HG02717#1#CM088955.1:242037103-242537102_chr2_qarm	qarm	chr2	145000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chrX,chr10,chr11,chr12,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr10q,chr11p,chr12p,chr13q,chr15q,chr16p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG02717#1#CM088955.1:4905-504904_chr2_parm	parm	chr2	.	.	.	.
HG02717#1#CM088956.1:202190227-202690226_chr3_qarm	qarm	chr3	230000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr12,chr15,chr16,chr18,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr16p,chr16q,chr18p,chr19p,chr20p,chr20q
HG02717#1#CM088956.1:5494-505493_chr3_parm	parm	chr3	.	.	.	.
HG02717#1#CM088957.1:192378983-192878982_chr4_qarm	qarm	chr4	460000	500000	chr1,chr2,chr4,chr6,chr7,chr8,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr8p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
HG02717#1#CM088957.1:8174-508173_chr4_parm	parm	chr4	0	60000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
HG02717#1#CM088958.1:182972912-183472911_chr5_qarm	qarm	chr5	315000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
HG02717#1#CM088958.1:5618-505617_chr5_parm	parm	chr5	.	.	.	.
HG02717#1#CM088959.1:159678650-160178649_chr7_qarm	qarm	chr7	495000	500000	chr2,chr6,chr7,chr10,chr17	chr2q,chr6p,chr6q,chr7p,chr10q,chr17q
HG02717#1#CM088959.1:6675-506674_chr7_parm	parm	chr7	0	140000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr19,chr20,chr22	chr1p,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr16q,chr17p,chr17q,chr19p,chr19q,chr20p,chr20q,chr22q
HG02717#1#CM088960.1:145585868-146085867_chr8_qarm	qarm	chr8	.	.	.	.
HG02717#1#CM088960.1:5868-505867_chr8_parm	parm	chr8	0	175000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20,chr21	chr1p,chr1q,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q,chr21q
HG02717#1#CM088961.1:136290355-136790354_chr9_qarm	qarm	chr9	275000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr16,chr17,chr18,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10p,chr10q,chr11p,chr16q,chr17q,chr18p,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG02717#1#CM088961.1:5507-505506_chr9_parm	parm	chr9	0	40000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG02717#1#CM088962.1:135315698-135815697_chr10_qarm	qarm	chr10	470000	500000	chr2,chr4,chr6,chr7,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr2q,chr4q,chr6p,chr6q,chr7p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
HG02717#1#CM088962.1:6386-506385_chr10_parm	parm	chr10	0	70000	chr9,chr10,chr16,chr18	chr9q,chr10p,chr18p
HG02717#1#CM088963.1:134432916-134932915_chr11_qarm	qarm	chr11	.	.	.	.
HG02717#1#CM088963.1:7569-507568_chr11_parm	parm	chr11	0	220000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr12,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr16q,chr17p,chr19p,chr20p,chr20q
HG02717#1#CM088964.1:135139937-135639936_chr12_qarm	qarm	chr12	475000	500000	chr7,chr12	chr7q,chr12q
HG02717#1#CM088964.1:3530-503529_chr12_parm	parm	chr12	0	70000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG02717#1#CM088965.1:100454667-100954666_chr16_qarm	qarm	chr16	345000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr16,chr17,chr18,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr16q,chr17q,chr18p,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG02717#1#CM088965.1:6601-506600_chr16_parm	parm	chr16	0	200000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10p,chr10q,chr11p,chr13q,chr16q,chr17q,chr18p,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG02717#1#CM088966.1:4813-504812_chr17_parm	parm	chr17	0	5000	chr9,chr11,chr16,chr17	chr9q,chr11p,chr16q,chr17p
HG02717#1#CM088966.1:82968610-83468609_chr17_qarm	qarm	chr17	465000	500000	chr1,chr5,chr6,chr8,chr17	chr1p,chr5q,chr6p,chr6q,chr8p,chr17q
HG02717#1#CM088967.1:5462-505461_chr19_parm	parm	chr19	0	200000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr16q,chr19p,chr20p,chr20q
HG02717#1#CM088967.1:62291396-62791395_chr19_qarm	qarm	chr19	480000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
HG02717#1#CM088968.1:5068-505067_chr20_parm	parm	chr20	0	95000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr12,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr10q,chr11p,chr12p,chr15q,chr16p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG02717#1#CM088968.1:65942153-66442152_chr20_qarm	qarm	chr20	395000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
HG02717#1#JAHAOS020000001.1:91015541-91515540_chr15_qarm	qarm	chr15	415000	500000	chr1,chr3,chr5,chr6,chr8,chr9,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr3q,chr5q,chr6p,chr6q,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr19p,chr20p,chr20q
HG02717#1#JAHAOS020000002.1:96065915-96565914_chr14_qarm	qarm	chr14	.	.	.	.
HG02717#1#JAHAOS020000003.1:113482652-113982651_chr1_qarm	qarm	chr1	485000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr10q,chr17q,chr19q,chr20p,chr21q,chr22q
HG02717#1#JAHAOS020000004.1:34447418-34947417_chrY_qarm	qarm	chrY	475000	500000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p
HG02717#1#JAHAOS020000005.1:42679072-43179071_chr21_qarm	qarm	chr21	480000	500000	chr1,chr2,chr4,chr6,chr7,chr8,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr8p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
HG02717#1#JAHAOS020000006.1:5006-505005_chr6_parm	parm	chr6	0	160000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr15q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG02717#1#JAHAOS020000008.1:42517703-43017702_chr22_qarm	qarm	chr22	480000	500000	chr1,chr2,chr4,chr6,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
HG02717#1#JAHAOS020000009.1:5650-505649_chrY_parm	parm	chrY	.	.	.	.
HG02717#1#JAHAOS020000011.1:61192532-61692531_chr18_qarm	qarm	chr18	.	.	.	.
HG02717#1#JAHAOS020000045.1:5232-505231_chr1_parm	parm	chr1	0	280000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
HG02717#1#JAHAOS020000048.1:110765930-111265929_chr6_qarm	qarm	chr6	355000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
HG02717#1#JAHAOS020000052.1:104531837-105031836_chr13_qarm	qarm	chr13	490000	500000	chr1,chr2,chr4,chr7,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr7p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
HG02717#1#JAHAOS020000053.1:6892-506891_chr18_parm	parm	chr18	0	90000	chr3,chr9,chr10,chr18	chr3q,chr9q,chr10p,chr18p
HG02717#1#JAHAOS020000063.1:2762-502761_chr21_parm	parm	chr21	0	500000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
HG02717#2#CM088969.1:203522199-204022198_chr3_qarm	qarm	chr3	255000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr18,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr18p,chr19p,chr20p,chr20q
HG02717#2#CM088969.1:7491-507490_chr3_parm	parm	chr3	.	.	.	.
HG02717#2#CM088970.1:192282215-192782214_chr4_qarm	qarm	chr4	470000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
HG02717#2#CM088970.1:5866-505865_chr4_parm	parm	chr4	0	60000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
HG02717#2#CM088971.1:181608218-182108217_chr5_qarm	qarm	chr5	315000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
HG02717#2#CM088971.1:6576-506575_chr5_parm	parm	chr5	.	.	.	.
HG02717#2#CM088972.1:160864321-161364320_chr7_qarm	qarm	chr7	495000	500000	chr7,chr12	chr7q,chr12q
HG02717#2#CM088972.1:4738-504737_chr7_parm	parm	chr7	0	140000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG02717#2#CM088973.1:145595071-146095070_chr8_qarm	qarm	chr8	.	.	.	.
HG02717#2#CM088973.1:4293-504292_chr8_parm	parm	chr8	0	170000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20,chr21	chr1p,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q
HG02717#2#CM088974.1:141084936-141584935_chr9_qarm	qarm	chr9	200000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr10,chr11,chr12,chr15,chr16,chr18,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr10p,chr11p,chr12p,chr15q,chr16p,chr16q,chr18p,chr19p,chr20p,chr20q
HG02717#2#CM088974.1:5865-505864_chr9_parm	parm	chr9	0	40000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG02717#2#CM088975.1:135551224-136051223_chr10_qarm	qarm	chr10	460000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr7p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
HG02717#2#CM088975.1:5668-505667_chr10_parm	parm	chr10	0	70000	chr3,chr9,chr10,chr18	chr3q,chr9q,chr10p,chr18p
HG02717#2#CM088976.1:135338492-135838491_chr11_qarm	qarm	chr11	.	.	.	.
HG02717#2#CM088976.1:5716-505715_chr11_parm	parm	chr11	0	220000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr17p,chr19p,chr20p,chr20q
HG02717#2#CM088977.1:133174188-133674187_chr12_qarm	qarm	chr12	.	.	.	.
HG02717#2#CM088977.1:4941-504940_chr12_parm	parm	chr12	0	70000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG02717#2#CM088978.1:5309-505308_chr16_parm	parm	chr16	0	25000	chr3,chr9,chrX,chr15,chr16,chr19,chr20	chr3q,chr9p,chrXq,chr15q,chr16p,chr19p,chr20q
HG02717#2#CM088978.1:93409755-93909754_chr16_qarm	qarm	chr16	460000	500000	chr3,chr7,chr9,chr10,chr11,chr16	chr3q,chr7p,chr9q,chr10p,chr11p,chr16q
HG02717#2#CM088979.1:6462-506461_chr17_parm	parm	chr17	0	15000	chr11,chr17	chr11p,chr17p
HG02717#2#CM088979.1:84283286-84783285_chr17_qarm	qarm	chr17	450000	500000	chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr13,chr17,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr13q,chr17q,chr20p,chr21q,chr22q
HG02717#2#CM088980.1:5368-505367_chr19_parm	parm	chr19	0	205000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
HG02717#2#CM088980.1:60412165-60912164_chr19_qarm	qarm	chr19	480000	500000	chr1,chr4,chr6,chr7,chr10,chr17,chr19,chr20,chr21,chr22	chr1q,chr4q,chr6p,chr7p,chr10q,chr17q,chr19q,chr20p,chr21q,chr22q
HG02717#2#CM088981.1:4754-504753_chr20_parm	parm	chr20	0	95000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr12,chr13,chr15,chr16,chr17,chr19,chr20,chr22	chr1p,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr10q,chr11p,chr12p,chr13q,chr15q,chr16p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr22q
HG02717#2#CM088981.1:65310406-65810405_chr20_qarm	qarm	chr20	400000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
HG02717#2#CM088982.1:152799249-153299248_chrX_qarm	qarm	chrX	475000	500000	chr9,chrX,chr15,chr16	chr9p,chrXq,chr15q,chr16p
HG02717#2#CM088982.1:6253-506252_chrX_parm	parm	chrX	.	.	.	.
HG02717#2#JAHAOR020000002.1:109091973-109591972_chr1_qarm	qarm	chr1	485000	500000	chr1,chr4,chr13,chr21,chr22	chr1q,chr4q,chr13q,chr21q,chr22q
HG02717#2#JAHAOR020000005.1:45380392-45880391_chr22_qarm	qarm	chr22	480000	500000	chr1,chr2,chr4,chr6,chr10,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr10q,chr19q,chr20p,chr21q,chr22q
HG02717#2#JAHAOR020000010.1:6839-506838_chr6_parm	parm	chr6	0	100000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
HG02717#2#JAHAOR020000012.1:40824479-41324478_chr21_qarm	qarm	chr21	480000	500000	chr1,chr4,chr6,chr10,chr19,chr20,chr21,chr22	chr1q,chr4q,chr6p,chr10q,chr19q,chr20p,chr21q,chr22q
HG02717#2#JAHAOR020000013.1:110754719-111254718_chr6_qarm	qarm	chr6	355000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr15q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG02717#2#JAHAOR020000014.1:89778837-90278836_chr15_qarm	qarm	chr15	380000	500000	chr1,chr3,chr5,chr6,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr3q,chr5q,chr6p,chr6q,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG02717#2#JAHAOR020000018.1:4291-504290_chr22_parm	parm	chr22	0	405000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
HG02717#2#JAHAOR020000020.1:3752-503751_chr14_parm	parm	chr14	0	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr14,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13p,chr13q,chr14p,chr15p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21p,chr21q,chr22p,chr22q
HG02717#2#JAHAOR020000046.1:5591-505590_chr1_parm	parm	chr1	0	290000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
HG02717#2#JAHAOR020000048.1:241652041-242152040_chr2_qarm	qarm	chr2	380000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG02717#2#JAHAOR020000051.1:104553844-105053843_chr13_qarm	qarm	chr13	490000	500000	chr1,chr4,chr13,chr19,chr20,chr21,chr22	chr1q,chr4q,chr13q,chr19q,chr20p,chr21q,chr22q
HG02717#2#JAHAOR020000052.1:4341-504340_chr18_parm	parm	chr18	0	100000	chr3,chr4,chr9,chr10,chr18	chr3q,chr4q,chr9q,chr10p,chr10q,chr18p
HG02717#2#JAHAOR020000053.1:61306864-61806863_chr18_qarm	qarm	chr18	.	.	.	.
HG02717#2#JAHAOR020000054.1:4219947-4719946_chr14_qarm	qarm	chr14	.	.	.	.
HG02723#1#CM092027.1:12031-512030_chr2_parm	parm	chr2	.	.	.	.
HG02723#1#CM092027.1:241644545-242144544_chr2_qarm	qarm	chr2	385000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG02723#1#CM092028.1:203055036-203555035_chr3_qarm	qarm	chr3	250000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr18,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr18p,chr19p,chr20p,chr20q
HG02723#1#CM092028.1:2303-502302_chr3_parm	parm	chr3	.	.	.	.
HG02723#1#CM092029.1:191471899-191971898_chr4_qarm	qarm	chr4	470000	500000	chr1,chr2,chr4,chr6,chr10,chr17,chr18,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr10q,chr17q,chr18p,chr19q,chr20p,chr21q,chr22q
HG02723#1#CM092029.1:3370-503369_chr4_parm	parm	chr4	0	60000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
HG02723#1#CM092030.1:12101-512100_chr5_parm	parm	chr5	.	.	.	.
HG02723#1#CM092030.1:182097438-182597437_chr5_qarm	qarm	chr5	325000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
HG02723#1#CM092031.1:11736-511735_chr6_parm	parm	chr6	0	160000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr22	chr1p,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr15q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr22q
HG02723#1#CM092031.1:171740842-172240841_chr6_qarm	qarm	chr6	360000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
HG02723#1#CM092032.1:10839-510838_chr7_parm	parm	chr7	0	140000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG02723#1#CM092032.1:161033502-161533501_chr7_qarm	qarm	chr7	495000	500000	chr7,chr12	chr7q,chr12q
HG02723#1#CM092033.1:11976-511975_chr8_parm	parm	chr8	0	175000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q,chr21q,chr22q
HG02723#1#CM092033.1:146786373-147286372_chr8_qarm	qarm	chr8	.	.	.	.
HG02723#1#CM092034.1:135200129-135700128_chr9_qarm	qarm	chr9	275000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr16,chr17,chr18,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10p,chr10q,chr11p,chr16q,chr17q,chr18p,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG02723#1#CM092034.1:3917-503916_chr9_parm	parm	chr9	0	40000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG02723#1#CM092035.1:10137-510136_chr10_parm	parm	chr10	0	65000	chr9,chr10,chr18	chr9q,chr10p,chr18p
HG02723#1#CM092035.1:134405053-134905052_chr10_qarm	qarm	chr10	440000	500000	chr1,chr2,chr4,chr6,chr7,chr8,chr10,chr13,chr17,chr18,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr8p,chr10q,chr13q,chr17q,chr18p,chr19q,chr20p,chr21q,chr22q
