page_order	page_id	page_label	method_order	method_id	method_label	query_chrom	target_chrom	display_support_bp	covered_bp	row_count
2	PAN027_hap2_paternal_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chrX	chr11	23	1000000	1
2	PAN027_hap2_paternal_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chrX	chr5	5	1000000	1
2	PAN027_hap2_paternal_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chrX	chr14	4	1000000	1
2	PAN027_hap2_paternal_vs_PAN011	PAN027 paternal hap2 <- PAN011 father	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chrX	chr16	3	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr1	chr8	19634	19634	4
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr1	chr11	2140	2140	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr1	chr15	1002	1002	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr3	chr7	27969	27969	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr3	chr20	25421	25421	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr3	chr16	3566	3566	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr4	chr22	6810	6810	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr4	chr10	2089	2089	2
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr5	chr9	44082	44082	5
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr5	chr6	19613	19613	2
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr5	chr1	8358	8358	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr5	chr3	8171	8171	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr5	chr17	1990	1990	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr5	chr11	1001	1001	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr7	chr19	10765	10765	3
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr7	chr20	6032	6032	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr7	chr6	2805	2805	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr7	chr11	1735	1735	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr7	chr16	1003	1003	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr9	chr3	34172	34172	7
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr9	chr15	15166	15166	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr9	chr19	9028	9028	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr9	chr16	1207	1207	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr10	chr4	1220	1220	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr13	chr22	106119	106119	36
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr13	chr21	16757	16757	8
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr13	chr15	6798	6798	5
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr14	chr22	106981	106981	11
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr14	chr15	47629	47629	7
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr14	chr21	23160	23160	7
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr14	chr4	5489	5489	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr14	chr13	2477	2477	2
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr15	chr13	146674	146674	37
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr15	chr22	48423	48423	12
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr15	chr5	47027	47027	8
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr15	chr21	44908	44908	9
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr15	chr14	23059	23059	4
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr15	chr9	4262	4262	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr15	chr6	2201	2201	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr15	chr11	1002	1002	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr16	chr17	1006	1006	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr19	chr6	1	1	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr21	chr14	28201	28201	16
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr21	chr15	12525	12525	10
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr21	chr22	2002	2002	2
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr22	chr14	141108	141108	17
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr22	chr15	33229	33229	3
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	1	untangle_strict_primary_path	Untangle strict primary path	chr22	chr1	6288	6288	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr1	chr17	26810	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr1	chr8	25235	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr3	chr15	36907	2000000	2
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr3	chr20	20624	739358	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr4	chr3	16013	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr4	chr15	8000	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr4	chrX	3730	293730	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr5	chr6	19000	118583	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr5	chr1	8384	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr5	chr3	6	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr6	chr2	4000	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr7	chr20	4000	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr9	chr16	11000	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr9	chr3	10000	886033	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr10	chr4	2000	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr13	chr22	122976	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr13	chr21	44000	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr13	chr14	17000	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr14	chr22	742738	9000000	9
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr14	chr15	510172	4000000	4
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr14	chr21	269196	4000000	4
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr14	chr3	138441	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr14	chr13	124598	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr15	chr13	618577	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr15	chr14	299786	2000000	2
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr15	chr3	81502	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr15	chr5	53921	135805	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr16	chr3	10000	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr17	chr8	2000	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr18	chr11	1000	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr21	chr13	909158	6000000	6
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr21	chr14	805863	4000000	4
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr21	chr22	511610	2000000	2
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr22	chr14	809382	9000000	9
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr22	chr15	238795	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr22	chr3	80051	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chr22	chr21	15353	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	2	wfmash_p95_qgrid2kb_1to1_ani	wfmash -p95 2 kb query-grid -> SweepGA 1:1 ANI	chrX	chr3	3227	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr1	chr21	36419	3000000	3
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr1	chr5	17948	7000000	7
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr1	chr19	12342	2000000	2
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr1	chr22	6044	2000000	2
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr1	chr10	4201	8000000	8
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr1	chr4	2146	15033879	16
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr1	chr17	2068	4000000	4
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr1	chr3	1997	10000000	10
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr1	chr7	1549	11000000	11
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr1	chr12	1111	12000000	12
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr1	chr13	978	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr1	chr18	973	4000000	4
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr1	chr11	741	5000000	5
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr1	chr16	704	3000000	3
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr1	chr2	647	5000000	5
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr1	chrX	621	9000000	9
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr1	chr15	510	2000000	2
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr1	chr8	435	6000000	6
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr1	chr9	309	7000000	7
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr1	chr6	64	3000000	3
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr1	chr14	17	3000000	3
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr2	chr4	319	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr2	chr15	172	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr2	chrX	82	2000000	2
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr2	chr1	23	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr2	chr3	17	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr2	chr20	1	1000000	1
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr3	chr21	38381	3000000	3
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr3	chr7	7348	8739358	9
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr3	chr15	4643	4000000	4
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr3	chr11	2597	7000000	7
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr3	chr4	2346	7000000	7
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr3	chr1	2184	11000000	11
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr3	chr13	2052	3000000	3
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr3	chr10	2030	4000000	4
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr3	chr14	1277	6000000	6
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr3	chr9	795	5000000	5
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr3	chr5	744	10000000	10
3	PAN028_hap1_maternal_vs_PAN027	PAN028 maternal hap1 <- PAN027 mother	3	sweepga_fastga_f32_qgrid2kb_1to1_ani	SweepGA/FastGA -f32 2 kb query-grid -> 1:1 ANI	chr3	chr17	593	5000000	5
