gene_family,copy_name,chromosome,arm,start,end,strand,phr_interval,phr_line_num,sharing_pattern,gene_biotype,reference_chromosome,is_shared_copy
MIR8078,MIR8078_33_shared_on_chr18,chr18,q,193519863,193519946,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_33_shared_on_chr19,chr19,q,193519863,193519946,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_33_shared_on_chr20,chr20,q,193519863,193519946,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_33_shared_on_chr21,chr21,q,193519863,193519946,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_33_shared_on_chr22,chr22,q,193519863,193519946,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_23_shared_on_chr1,chr1,q,193523159,193523242,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_23_shared_on_chr2,chr2,q,193523159,193523242,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_23_shared_on_chr4,chr4,q,193523159,193523242,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,NO
MIR8078,MIR8078_23_shared_on_chr5,chr5,q,193523159,193523242,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_23_shared_on_chr6,chr6,q,193523159,193523242,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_23_shared_on_chr7,chr7,q,193523159,193523242,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_23_shared_on_chr8,chr8,q,193523159,193523242,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_23_shared_on_chr9,chr9,q,193523159,193523242,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_23_shared_on_chr10,chr10,q,193523159,193523242,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_23_shared_on_chr11,chr11,q,193523159,193523242,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_23_shared_on_chr13,chr13,q,193523159,193523242,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_23_shared_on_chr16,chr16,q,193523159,193523242,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_23_shared_on_chr17,chr17,q,193523159,193523242,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_23_shared_on_chr18,chr18,q,193523159,193523242,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_23_shared_on_chr19,chr19,q,193523159,193523242,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_23_shared_on_chr20,chr20,q,193523159,193523242,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_23_shared_on_chr21,chr21,q,193523159,193523242,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_23_shared_on_chr22,chr22,q,193523159,193523242,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_34_shared_on_chr1,chr1,q,193526456,193526539,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_34_shared_on_chr2,chr2,q,193526456,193526539,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_34_shared_on_chr4,chr4,q,193526456,193526539,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,NO
MIR8078,MIR8078_34_shared_on_chr5,chr5,q,193526456,193526539,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_34_shared_on_chr6,chr6,q,193526456,193526539,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_34_shared_on_chr7,chr7,q,193526456,193526539,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_34_shared_on_chr8,chr8,q,193526456,193526539,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_34_shared_on_chr9,chr9,q,193526456,193526539,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_34_shared_on_chr10,chr10,q,193526456,193526539,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_34_shared_on_chr11,chr11,q,193526456,193526539,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_34_shared_on_chr13,chr13,q,193526456,193526539,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_34_shared_on_chr16,chr16,q,193526456,193526539,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_34_shared_on_chr17,chr17,q,193526456,193526539,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_34_shared_on_chr18,chr18,q,193526456,193526539,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_34_shared_on_chr19,chr19,q,193526456,193526539,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_34_shared_on_chr20,chr20,q,193526456,193526539,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_34_shared_on_chr21,chr21,q,193526456,193526539,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_34_shared_on_chr22,chr22,q,193526456,193526539,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_20_shared_on_chr1,chr1,q,193529752,193529835,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_20_shared_on_chr2,chr2,q,193529752,193529835,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_20_shared_on_chr4,chr4,q,193529752,193529835,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,NO
MIR8078,MIR8078_20_shared_on_chr5,chr5,q,193529752,193529835,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_20_shared_on_chr6,chr6,q,193529752,193529835,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_20_shared_on_chr7,chr7,q,193529752,193529835,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_20_shared_on_chr8,chr8,q,193529752,193529835,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_20_shared_on_chr9,chr9,q,193529752,193529835,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_20_shared_on_chr10,chr10,q,193529752,193529835,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_20_shared_on_chr11,chr11,q,193529752,193529835,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_20_shared_on_chr13,chr13,q,193529752,193529835,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_20_shared_on_chr16,chr16,q,193529752,193529835,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_20_shared_on_chr17,chr17,q,193529752,193529835,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_20_shared_on_chr18,chr18,q,193529752,193529835,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_20_shared_on_chr19,chr19,q,193529752,193529835,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_20_shared_on_chr20,chr20,q,193529752,193529835,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_20_shared_on_chr21,chr21,q,193529752,193529835,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_20_shared_on_chr22,chr22,q,193529752,193529835,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_36_shared_on_chr1,chr1,q,193533049,193533132,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_36_shared_on_chr2,chr2,q,193533049,193533132,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_36_shared_on_chr4,chr4,q,193533049,193533132,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,NO
MIR8078,MIR8078_36_shared_on_chr5,chr5,q,193533049,193533132,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_36_shared_on_chr6,chr6,q,193533049,193533132,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_36_shared_on_chr7,chr7,q,193533049,193533132,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_36_shared_on_chr8,chr8,q,193533049,193533132,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_36_shared_on_chr9,chr9,q,193533049,193533132,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_36_shared_on_chr10,chr10,q,193533049,193533132,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_36_shared_on_chr11,chr11,q,193533049,193533132,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_36_shared_on_chr13,chr13,q,193533049,193533132,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_36_shared_on_chr16,chr16,q,193533049,193533132,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_36_shared_on_chr17,chr17,q,193533049,193533132,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_36_shared_on_chr18,chr18,q,193533049,193533132,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_36_shared_on_chr19,chr19,q,193533049,193533132,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_36_shared_on_chr20,chr20,q,193533049,193533132,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_36_shared_on_chr21,chr21,q,193533049,193533132,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_36_shared_on_chr22,chr22,q,193533049,193533132,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_32_shared_on_chr1,chr1,q,193536345,193536428,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_32_shared_on_chr2,chr2,q,193536345,193536428,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_32_shared_on_chr4,chr4,q,193536345,193536428,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,NO
MIR8078,MIR8078_32_shared_on_chr5,chr5,q,193536345,193536428,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_32_shared_on_chr6,chr6,q,193536345,193536428,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_32_shared_on_chr7,chr7,q,193536345,193536428,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_32_shared_on_chr8,chr8,q,193536345,193536428,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_32_shared_on_chr9,chr9,q,193536345,193536428,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_32_shared_on_chr10,chr10,q,193536345,193536428,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_32_shared_on_chr11,chr11,q,193536345,193536428,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_32_shared_on_chr13,chr13,q,193536345,193536428,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_32_shared_on_chr16,chr16,q,193536345,193536428,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_32_shared_on_chr17,chr17,q,193536345,193536428,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_32_shared_on_chr18,chr18,q,193536345,193536428,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_32_shared_on_chr19,chr19,q,193536345,193536428,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_32_shared_on_chr20,chr20,q,193536345,193536428,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_32_shared_on_chr21,chr21,q,193536345,193536428,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_32_shared_on_chr22,chr22,q,193536345,193536428,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_10_shared_on_chr1,chr1,q,193539651,193539734,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_10_shared_on_chr2,chr2,q,193539651,193539734,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_10_shared_on_chr4,chr4,q,193539651,193539734,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,NO
MIR8078,MIR8078_10_shared_on_chr5,chr5,q,193539651,193539734,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
MIR8078,MIR8078_10_shared_on_chr6,chr6,q,193539651,193539734,+,chr4:193392741-193572740,20,"chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22",miRNA,chr4,YES
