gene_name,copies_in_phrs,genome_wide_copies,gene_biotype,num_chromosomes,chromosomes,in_phrs,in_genome
LCE3B,0,1,protein_coding,1,chr1,False,True
PHB1P19,0,1,pseudogene,1,chr12,False,True
NLGN1-AS1,0,1,lncRNA,1,chr3,False,True
RPS12P31,0,1,pseudogene,1,chr19,False,True
IL18BP,0,1,protein_coding,1,chr11,False,True
LOC105373279,0,2,lncRNA,1,chr1,False,True
RPL30P11,0,1,pseudogene,1,chr12,False,True
PILRB,0,1,protein_coding,1,chr7,False,True
LOC124902959,0,1,lncRNA,1,chr12,False,True
RFX3-DT,0,1,lncRNA,1,chr9,False,True
KRTAP16-1,0,1,protein_coding,1,chr17,False,True
LOC105376026,0,1,lncRNA,1,chr9,False,True
PTPDC1,0,1,protein_coding,1,chr9,False,True
LINC01139,0,1,lncRNA,1,chr1,False,True
LOC124902539,0,1,lncRNA,1,chr10,False,True
MIR2861,0,1,miRNA,1,chr9,False,True
RPSAP51,0,1,pseudogene,1,chr12,False,True
LOC124902429,0,1,lncRNA,1,chr10,False,True
MIR4735,0,1,miRNA,1,chr1,False,True
LINC02020,0,1,lncRNA,1,chr3,False,True
SDHAP4,0,1,transcribed_pseudogene,1,chr3,False,True
RNU6-198P,0,1,pseudogene,1,chr2,False,True
LOC124901978,0,1,lncRNA,1,chr8,False,True
DBH,0,1,protein_coding,1,chr9,False,True
LOC124903328,0,1,lncRNA,1,chr14,False,True
MIR6878,0,1,miRNA,1,chr1,False,True
LOC124903594,0,1,snoRNA,1,chr15,False,True
LOC124900794,0,1,lncRNA,1,chr4,False,True
LOC105378137,0,1,lncRNA,1,chr6,False,True
EIF3LP3,0,1,pseudogene,1,chr10,False,True
OR2U2P,0,1,pseudogene,1,chr6,False,True
LOC105379474,0,1,lncRNA,1,chr16,False,True
RN7SL712P,0,1,pseudogene,1,chrX,False,True
PCOTHP1,0,1,pseudogene,1,chr13,False,True
CCNO,0,1,protein_coding,1,chr5,False,True
LOC107984087,0,1,lncRNA,1,chr3,False,True
LOC124900365,0,1,snoRNA,1,chr15,False,True
MIR3659HG,0,1,lncRNA,1,chr1,False,True
RPL7AP31,0,1,pseudogene,1,chr4,False,True
LOC729941,0,1,pseudogene,1,chr14,False,True
KRT8P29,0,1,pseudogene,1,chr1,False,True
LOC105370406,0,1,lncRNA,1,chr14,False,True
LOC124904031,0,1,lncRNA,1,chr17,False,True
MIR3940,0,1,miRNA,1,chr19,False,True
LOC124905255,0,1,lncRNA,1,chrX,False,True
EIF1AY,0,1,protein_coding,1,chrY,False,True
TBL1YP1,0,1,pseudogene,1,chrY,False,True
RNA5SP112,0,1,pseudogene,1,chr2,False,True
H4C7,0,1,protein_coding,1,chr6,False,True
RNU6-421P,0,1,pseudogene,1,chrX,False,True
LOC124904817,0,1,snoRNA,1,chr1,False,True
DUXAP5,0,1,pseudogene,1,chr11,False,True
TDGF1P1,0,1,pseudogene,1,chrX,False,True
ASAP1,0,1,protein_coding,1,chr8,False,True
LOC107985097,0,1,pseudogene,1,chr1,False,True
LRRC20,0,1,protein_coding,1,chr10,False,True
MDFIC,0,1,protein_coding,1,chr7,False,True
IBA57,0,1,protein_coding,1,chr1,False,True
LOC105373973,0,1,lncRNA,1,chr2,False,True
LOC105371723,0,1,lncRNA,1,chr17,False,True
LOC124901895,0,1,lncRNA,1,chr8,False,True
LOC124904662,0,1,lncRNA,1,chr19,False,True
OR7E47P,0,1,transcribed_pseudogene,1,chr12,False,True
LINC02884,0,1,lncRNA,1,chr1,False,True
LOC105372401,0,1,lncRNA,1,chr19,False,True
PSG4,0,1,protein_coding,1,chr19,False,True
GOPC,0,1,protein_coding,1,chr6,False,True
PPP1R26P2,0,1,pseudogene,1,chr22,False,True
FBXO32,0,1,protein_coding,1,chr8,False,True
MIR6838,0,1,miRNA,1,chr7,False,True
LOC124902641,0,1,lncRNA,1,chr11,False,True
LOC124903533,0,7,lncRNA,1,chr15,False,True
LOC124905062,0,1,snRNA,1,chr21,False,True
LOC105369559,0,1,lncRNA,1,chr11,False,True
LOC105373304,0,1,lncRNA,1,chrX,False,True
DHX35,0,1,protein_coding,1,chr20,False,True
MIR1323,0,1,miRNA,1,chr19,False,True
MRPL50P2,0,1,pseudogene,1,chr2,False,True
MIR8075,0,12,miRNA,1,chr13,False,True
HMGN1P30,0,1,pseudogene,1,chr18,False,True
LOC105373161,0,1,lncRNA,1,chr1,False,True
ARHGAP42P2,0,1,pseudogene,1,chr2,False,True
RFESD,0,1,protein_coding,1,chr5,False,True
LOC105377385,0,1,lncRNA,1,chr4,False,True
TNFSF4,0,1,protein_coding,1,chr1,False,True
IGHV7-4-1,0,1,V_segment,1,chr14,False,True
LOC107986858,0,1,lncRNA,1,chr7,False,True
FAM197Y9,0,1,lncRNA,1,chrY,False,True
LOC107984470,0,1,lncRNA,1,chr12,False,True
TNFAIP8L2-SCNM1,0,1,protein_coding,1,chr1,False,True
ZNF362,0,1,protein_coding,1,chr1,False,True
LOC105377611,0,1,lncRNA,1,chr4,False,True
RPL10AP6,0,1,pseudogene,1,chr3,False,True
LOC100420648,0,1,pseudogene,1,chr7,False,True
ATP2A3,0,1,protein_coding,1,chr17,False,True
LOC100420832,0,1,pseudogene,1,chr3,False,True
ITIH4,0,1,protein_coding,1,chr3,False,True
TRBV24-1,0,1,V_segment,1,chr7,False,True
LOC105369386,0,1,lncRNA,1,chr11,False,True
RNF41,0,1,protein_coding,1,chr12,False,True
LOC124901719,0,1,lncRNA,1,chr7,False,True
LOC105370214,0,1,lncRNA,1,chr13,False,True
NXPE4,0,1,protein_coding,1,chr11,False,True
SMIM39,0,1,protein_coding,1,chr2,False,True
SIGLEC16,0,1,protein_coding,1,chr19,False,True
PA2G4P6,0,1,pseudogene,1,chr9,False,True
MRPL22P1,0,1,pseudogene,1,chr4,False,True
FBLN5,0,1,protein_coding,1,chr14,False,True
ARL5AP3,0,1,pseudogene,1,chr1,False,True
TRP-CGG1-1,0,1,tRNA,1,chr1,False,True
LCE1B,0,1,protein_coding,1,chr1,False,True
TLE4,0,1,protein_coding,1,chr9,False,True
H3P39,0,1,pseudogene,1,chr15,False,True
TRG-GCC4-1,0,1,tRNA,1,chr1,False,True
ETNK1-DT,0,1,lncRNA,1,chr12,False,True
C11orf40,0,1,lncRNA,1,chr11,False,True
ATP6V0D1,0,1,protein_coding,1,chr16,False,True
LOC124903744,0,1,lncRNA,1,chr16,False,True
LOC101060052,0,1,pseudogene,1,chr22,False,True
LOC105373367,0,1,lncRNA,1,chrX,False,True
LINC01890,0,1,lncRNA,1,chr2,False,True
MIR1246,0,1,miRNA,1,chr2,False,True
HMGB1P13,0,1,pseudogene,1,chr6,False,True
LOC124902829,0,1,snoRNA,1,chr11,False,True
HSPA8P14,0,1,pseudogene,1,chr12,False,True
DOCK9-AS1,0,1,lncRNA,1,chr13,False,True
SNORD31B,0,1,snoRNA,1,chr13,False,True
LOC124903687,0,1,lncRNA,1,chr16,False,True
SP2-AS1,0,1,lncRNA,1,chr17,False,True
CACTIN,0,1,protein_coding,1,chr19,False,True
LOC124903546,0,1,lncRNA,1,chr15,False,True
WDR24,0,1,protein_coding,1,chr16,False,True
C17orf100,0,1,protein_coding,1,chr17,False,True
RPL14P2,0,1,pseudogene,1,chr3,False,True
AMPD3,0,1,protein_coding,1,chr11,False,True
VN1R20P,0,1,pseudogene,1,chr3,False,True
UBD,0,1,protein_coding,1,chr6,False,True
FAM230F,0,1,lncRNA,1,chr22,False,True
LIPC,0,1,protein_coding,1,chr15,False,True
HNRNPCP8,0,1,pseudogene,1,chr11,False,True
PLCB2,0,1,protein_coding,1,chr15,False,True
ZKSCAN4,0,1,protein_coding,1,chr6,False,True
RUVBL1,0,1,protein_coding,1,chr3,False,True
NMD3,0,1,protein_coding,1,chr3,False,True
ADAM2,0,1,protein_coding,1,chr8,False,True
LOC124902177,0,1,lncRNA,1,chr9,False,True
LOC105375709,0,1,lncRNA,1,chr8,False,True
EGOT,0,1,lncRNA,1,chr3,False,True
LRRC34P1,0,1,pseudogene,1,chr12,False,True
LOC124903866,0,1,lncRNA,1,chr1,False,True
LIMS3,0,2,protein_coding,1,chr2,False,True
LOC112267888,0,1,lncRNA,1,chr2,False,True
LOC105369863,0,1,lncRNA,1,chr12,False,True
RPL36AP5,0,1,pseudogene,1,chr6,False,True
LINC01829,0,1,lncRNA,1,chr2,False,True
SYDE2,0,1,protein_coding,1,chr1,False,True
C2CD4D-AS1,0,1,lncRNA,1,chr1,False,True
LRRIQ3,0,1,protein_coding,1,chr1,False,True
VTI1BP3,0,1,pseudogene,1,chr12,False,True
TRIM77BP,0,1,pseudogene,1,chr11,False,True
FDX2,0,1,protein_coding,1,chr19,False,True
LOC100129527,0,1,pseudogene,1,chr8,False,True
MTCO3P6,0,1,pseudogene,1,chr3,False,True
MAMSTR,0,1,protein_coding,1,chr19,False,True
KRTAP21-2,0,1,protein_coding,1,chr21,False,True
TAS2R8,0,1,protein_coding,1,chr12,False,True
ENPP7P5,0,1,pseudogene,1,chr12,False,True
PPIAP15,0,1,pseudogene,1,chr3,False,True
YKT6,0,1,protein_coding,1,chr7,False,True
LOC124904120,0,1,snoRNA,1,chr17,False,True
TRR-CCT8-1,0,1,pseudogene,1,chr1,False,True
RAC1P7,0,1,pseudogene,1,chr1,False,True
LOC105379336,0,1,lncRNA,1,chr8,False,True
RPL24P4,0,1,pseudogene,1,chr6,False,True
UBE2G1,0,1,protein_coding,1,chr17,False,True
BCL7A,0,1,protein_coding,1,chr12,False,True
BCL2L13,0,1,protein_coding,1,chr22,False,True
CETN3,0,1,protein_coding,1,chr5,False,True
RNU4-20P,0,1,pseudogene,1,chr12,False,True
MRPL23,0,1,protein_coding,1,chr11,False,True
DNAJB14,0,1,protein_coding,1,chr4,False,True
LINC00398,0,1,lncRNA,1,chr13,False,True
HNRNPA1P15,0,1,pseudogene,1,chr9,False,True
ING4,0,1,protein_coding,1,chr12,False,True
RPL7P42,0,1,pseudogene,1,chr12,False,True
HEBP2P1,0,1,pseudogene,1,chr2,False,True
TMEM147-AS1,0,1,lncRNA,1,chr19,False,True
EEF1A1P21,0,1,pseudogene,1,chr4,False,True
LOC105378225,0,1,lncRNA,1,chr5,False,True
LOC105379342,0,1,lncRNA,1,chr8,False,True
RNU6-1061P,0,1,pseudogene,1,chr16,False,True
VCX2,0,1,protein_coding,1,chrX,False,True
H4P1,0,1,pseudogene,1,chr7,False,True
FYTTD1P1,0,1,pseudogene,1,chr9,False,True
CPEB1,0,1,protein_coding,1,chr15,False,True
RPS20P14,0,1,pseudogene,1,chr3,False,True
LOC124907731,0,1,lncRNA,1,chr2,False,True
PTH1R,0,1,protein_coding,1,chr3,False,True
KLHL34,0,1,protein_coding,1,chrX,False,True
PRMT6,0,1,protein_coding,1,chr1,False,True
RNY4P9,0,1,pseudogene,1,chr13,False,True
LOC101928107,0,1,lncRNA,1,chr21,False,True
PHACTR3,0,1,protein_coding,1,chr20,False,True
ATOX1-AS1,0,1,lncRNA,1,chr5,False,True
RRH,0,1,protein_coding,1,chr4,False,True
LOC124901571,0,1,lncRNA,1,chr7,False,True
ADH1C,0,1,protein_coding,1,chr4,False,True
PRKG1-AS1,0,1,lncRNA,1,chr10,False,True
LOC112268286,0,1,lncRNA,1,chr1,False,True
LZTS2,0,1,protein_coding,1,chr10,False,True
KRT83,0,1,protein_coding,1,chr12,False,True
IGBP1P2,0,1,protein_coding,1,chr17,False,True
CRTAM,0,1,protein_coding,1,chr11,False,True
LOC105371064,0,1,lncRNA,1,chr16,False,True
LOC100422693,0,1,pseudogene,1,chr17,False,True
LOC105372120,0,1,lncRNA,1,chr18,False,True
DRD5P2,0,1,transcribed_pseudogene,1,chr1,False,True
HOXA1,0,1,protein_coding,1,chr7,False,True
GAPDHP15,0,1,pseudogene,1,chr6,False,True
RNU6-320P,0,1,pseudogene,1,chrX,False,True
AUTS2,0,1,protein_coding,1,chr7,False,True
LOC105376500,0,1,lncRNA,1,chr10,False,True
TMEM9B-AS1,0,1,lncRNA,1,chr11,False,True
FBXO24,0,1,protein_coding,1,chr7,False,True
ZNF552,0,1,protein_coding,1,chr19,False,True
LOC124901415,0,1,protein_coding,1,chr6,False,True
ZNF746,0,1,protein_coding,1,chr7,False,True
LINC00351,0,1,lncRNA,1,chr13,False,True
MTND3P21,0,1,pseudogene,1,chr1,False,True
SLC6A17,0,1,protein_coding,1,chr1,False,True
RNA5SP54,0,1,pseudogene,1,chr1,False,True
SLC25A30-AS1,0,1,lncRNA,1,chr13,False,True
SNHG9,0,1,lncRNA,1,chr16,False,True
IGLVIV-66-1,0,1,V_segment_pseudogene,1,chr22,False,True
LOC107987100,0,1,lncRNA,1,chr9,False,True
EIF4EBP1P1,0,1,pseudogene,1,chr14,False,True
LOC124904617,0,1,lncRNA,1,chr19,False,True
LOC105369310,0,1,lncRNA,1,chr11,False,True
SLC52A3,0,1,protein_coding,1,chr20,False,True
LOC101929135,0,1,pseudogene,1,chr4,False,True
LOC124902459,0,1,lncRNA,1,chr10,False,True
LRRN1,0,1,protein_coding,1,chr3,False,True
LOC124902571,0,1,pseudogene,1,chr10,False,True
LOC105371790,0,1,lncRNA,1,chr17,False,True
LOC107986535,0,1,pseudogene,1,chr6,False,True
LOC107984239,0,1,lncRNA,1,chr10,False,True
LOC124901316,0,1,lncRNA,1,chr6,False,True
SMIM42,0,1,protein_coding,1,chr1,False,True
LOC105374657,0,1,lncRNA,1,chr5,False,True
LOC124903805,0,1,snoRNA,1,chr16,False,True
MTATP6P28,0,1,pseudogene,1,chr2,False,True
RN7SL482P,0,1,pseudogene,1,chr3,False,True
LOC124909442,0,1,lncRNA,1,chr3,False,True
USP17L6P,0,1,transcribed_pseudogene,1,chr4,False,True
LOC124900168,0,1,pseudogene,1,chr4,False,True
MRPL45P1,0,1,pseudogene,1,chr2,False,True
DVL1,0,1,protein_coding,1,chr1,False,True
RN7SKP266,0,1,pseudogene,1,chr7,False,True
RPS20P1,0,1,pseudogene,1,chr21,False,True
LOC105374588,0,1,lncRNA,1,chr2,False,True
C1orf210,0,1,protein_coding,1,chr1,False,True
RPL31P44,0,1,pseudogene,1,chr10,False,True
DRAXIN,0,1,protein_coding,1,chr1,False,True
MYH9-DT,0,1,lncRNA,1,chr22,False,True
TMPRSS12,0,1,protein_coding,1,chr12,False,True
SNORD116-10,0,1,snoRNA,1,chr15,False,True
LOC126987,0,1,pseudogene,1,chr1,False,True
RPS3P3,0,1,pseudogene,1,chr3,False,True
FRAT2,0,1,protein_coding,1,chr10,False,True
LINC03005,0,1,lncRNA,1,chr6,False,True
LOC124906187,0,1,pseudogene,1,chr2,False,True
RN7SL478P,0,1,pseudogene,1,chr7,False,True
LOC100125393,0,1,pseudogene,1,chr16,False,True
LOC105379042,0,1,lncRNA,1,chr5,False,True
HSPD1P10,0,1,pseudogene,1,chr6,False,True
LINC00662,0,1,lncRNA,1,chr19,False,True
TUBB1P2,0,1,pseudogene,1,chrY,False,True
UQCRHP2,0,1,pseudogene,1,chr2,False,True
LOC107987223,0,1,lncRNA,1,chr15,False,True
CHI3L2,0,1,protein_coding,1,chr1,False,True
SLC35B3,0,1,protein_coding,1,chr6,False,True
PNISR,0,1,protein_coding,1,chr6,False,True
LOC124904468,0,1,lncRNA,1,chr1,False,True
LOC105379466,0,1,lncRNA,1,chr16,False,True
LINC01739,0,1,lncRNA,1,chr1,False,True
CRMP1,0,1,protein_coding,1,chr4,False,True
RNU6-528P,0,1,pseudogene,1,chr8,False,True
CCDC66,0,1,protein_coding,1,chr3,False,True
SMARCB1,0,1,protein_coding,1,chr22,False,True
IGKV1D-16,0,1,V_segment,1,chr2,False,True
LOC105372268,0,1,lncRNA,1,chr19,False,True
LOC100130485,0,1,pseudogene,1,chr1,False,True
RNU6-1244P,0,1,pseudogene,1,chr10,False,True
C11orf98P1,0,1,pseudogene,1,chr9,False,True
LINC02428,0,1,lncRNA,1,chr4,False,True
LOC124904035,0,1,lncRNA,1,chr17,False,True
THSD4,0,1,protein_coding,1,chr15,False,True
RN7SL692P,0,1,pseudogene,1,chr1,False,True
LOC124904082,0,1,lncRNA,1,chr17,False,True
KCNK12,0,1,protein_coding,1,chr2,False,True
SIGLEC14,0,1,protein_coding,1,chr19,False,True
HEATR6,0,1,protein_coding,1,chr17,False,True
TMEM150C,0,1,protein_coding,1,chr4,False,True
ATP5POP1,0,1,pseudogene,1,chr2,False,True
MIR1-1,0,1,miRNA,1,chr20,False,True
RN7SL525P,0,1,pseudogene,1,chr19,False,True
RNU6-800P,0,1,pseudogene,1,chrX,False,True
P2RY10,0,1,protein_coding,1,chrX,False,True
NCBP2L,0,1,protein_coding,1,chrX,False,True
LOC124904942,0,1,protein_coding,1,chr20,False,True
SLC5A4P1,0,1,pseudogene,1,chr11,False,True
MIR24-2,0,1,miRNA,1,chr19,False,True
SNORA63C,0,1,snoRNA,1,chr1,False,True
RNU6-598P,0,1,pseudogene,1,chr10,False,True
TMEM47,0,1,protein_coding,1,chrX,False,True
LOC100129844,0,1,pseudogene,1,chr6,False,True
LOC124901433,0,1,lncRNA,1,chr6,False,True
RNU6-450P,0,1,pseudogene,1,chr17,False,True
LINC01038,0,1,lncRNA,1,chr13,False,True
ENPP7P13,0,2,transcribed_pseudogene,1,chr16,False,True
LOC124903907,0,1,lncRNA,1,chr17,False,True
RNU7-185P,0,1,pseudogene,1,chr9,False,True
MKRN3,0,1,protein_coding,1,chr15,False,True
LINC02984,0,1,lncRNA,1,chr8,False,True
TIMM9P3,0,1,pseudogene,1,chr13,False,True
WASL,0,1,protein_coding,1,chr7,False,True
LINC00368,0,1,lncRNA,1,chr13,False,True
DGKH,0,1,protein_coding,1,chr13,False,True
LOC124909400,0,1,lncRNA,1,chr3,False,True
LOC107986142,0,1,lncRNA,1,chr3,False,True
PIGHP1,0,1,pseudogene,1,chr15,False,True
LOC105371754,0,1,lncRNA,1,chr17,False,True
MIR6876,0,1,miRNA,1,chr8,False,True
GARIN2,0,1,protein_coding,1,chr14,False,True
LOC102467217,0,1,lncRNA,1,chr5,False,True
TCL1A,0,1,protein_coding,1,chr14,False,True
LOC124900450,0,1,snoRNA,1,chr1,False,True
MIR3145,0,1,miRNA,1,chr6,False,True
AP3B1,0,1,protein_coding,1,chr5,False,True
CD248,0,1,protein_coding,1,chr11,False,True
LOC124900833,0,1,lncRNA,1,chr4,False,True
AQP11,0,1,protein_coding,1,chr11,False,True
LOC100419706,0,1,pseudogene,1,chr19,False,True
PELI3,0,1,protein_coding,1,chr11,False,True
ZNF260,0,1,protein_coding,1,chr19,False,True
EXTL3,0,1,protein_coding,1,chr8,False,True
NECTIN1-AS1,0,1,lncRNA,1,chr11,False,True
DDX54,0,1,protein_coding,1,chr12,False,True
GLB1L,0,1,protein_coding,1,chr2,False,True
PAFAH1B2P2,0,1,transcribed_pseudogene,1,chr12,False,True
LOC101928491,0,1,lncRNA,1,chr6,False,True
RPL19P7,0,1,pseudogene,1,chr3,False,True
EEF1A1P4,0,1,pseudogene,1,chr12,False,True
SETP3,0,1,pseudogene,1,chr17,False,True
IRGC,0,1,protein_coding,1,chr19,False,True
HLA-DMB,0,1,protein_coding,1,chr6,False,True
LOC105376361,0,1,lncRNA,1,chr10,False,True
SIVA1,0,1,protein_coding,1,chr14,False,True
TRD-GTC2-5,0,1,tRNA,1,chr1,False,True
HCG4P8,0,1,pseudogene,1,chr6,False,True
TMEM240,0,1,protein_coding,1,chr1,False,True
LOC105374590,0,1,lncRNA,1,chr2,False,True
HMGN1,0,1,protein_coding,1,chr21,False,True
LOC124904975,0,1,snoRNA,1,chr20,False,True
TCHH,0,1,protein_coding,1,chr1,False,True
LOC101927118,0,1,lncRNA,1,chr8,False,True
BMP7,0,1,protein_coding,1,chr20,False,True
COQ8B,0,1,protein_coding,1,chr19,False,True
LOC124901818,0,1,protein_coding,1,chr7,False,True
JCAD,0,1,protein_coding,1,chr10,False,True
EEF1DP5,0,1,pseudogene,1,chr6,False,True
LOC112267936,0,1,lncRNA,1,chr5,False,True
SNX18P21,0,1,pseudogene,1,chr1,False,True
NRBF2P1,0,1,pseudogene,1,chr18,False,True
FKBPL,0,1,protein_coding,1,chr6,False,True
LINC02700,0,1,lncRNA,1,chr11,False,True
IP6K3,0,1,protein_coding,1,chr6,False,True
MSRB2,0,1,protein_coding,1,chr10,False,True
SUMO2P10,0,1,pseudogene,1,chr3,False,True
RNU4-64P,0,1,pseudogene,1,chr4,False,True
NIPSNAP3A,0,1,protein_coding,1,chr9,False,True
PSMB8,0,1,protein_coding,1,chr6,False,True
KDM4B,0,1,protein_coding,1,chr19,False,True
KLK6,0,1,protein_coding,1,chr19,False,True
RPL7AP46,0,2,pseudogene,2,"chr14,chr9",False,True
CCT4,0,1,protein_coding,1,chr2,False,True
MIR4759,0,1,miRNA,1,chr21,False,True
RNA18SP5,0,1,pseudogene,1,chr14,False,True
CDC20,0,1,protein_coding,1,chr1,False,True
CCL25,0,1,protein_coding,1,chr19,False,True
BMPR1B-DT,0,1,lncRNA,1,chr4,False,True
MAP9,0,1,protein_coding,1,chr4,False,True
MRPS10P1,0,1,pseudogene,1,chr1,False,True
ZHX1,0,1,protein_coding,1,chr8,False,True
PPP1R26P1,0,1,pseudogene,1,chr13,False,True
SMTN,0,1,protein_coding,1,chr22,False,True
AOX3P,0,1,pseudogene,1,chr2,False,True
ARL6,0,1,protein_coding,1,chr3,False,True
OLIG3,0,1,protein_coding,1,chr6,False,True
H1-6,0,1,protein_coding,1,chr6,False,True
DDX43P3,0,1,pseudogene,1,chr7,False,True
C16orf78,0,1,protein_coding,1,chr16,False,True
ZCCHC12,0,1,protein_coding,1,chrX,False,True
TRS-GCT2-1,0,1,tRNA,1,chr6,False,True
ACVR1,0,1,protein_coding,1,chr2,False,True
PRR23C,0,1,protein_coding,1,chr3,False,True
CFAP70,0,1,protein_coding,1,chr10,False,True
GSTA9P,0,1,pseudogene,1,chr6,False,True
CD99,0,2,protein_coding,2,"chrX,chrY",False,True
LOC105373771,0,1,lncRNA,1,chr2,False,True
PNMA6A,0,1,protein_coding,1,chrX,False,True
LOC100130111,0,1,lncRNA,1,chr15,False,True
C6orf201,0,1,transcribed_pseudogene,1,chr6,False,True
PRAMEF10,0,1,protein_coding,1,chr1,False,True
LOC124902533,0,1,lncRNA,1,chr10,False,True
ZGLP1,0,1,protein_coding,1,chr19,False,True
ATXN7L2,0,1,protein_coding,1,chr1,False,True
LOC105377816,0,1,lncRNA,1,chr13,False,True
LOC124900246,0,1,snoRNA,1,chr7,False,True
PRKCZ-AS1,0,1,lncRNA,1,chr1,False,True
LINC00266-2P,0,1,pseudogene,1,chrY,False,True
EIF4A1P4,0,1,pseudogene,1,chr12,False,True
RWDD3,0,1,protein_coding,1,chr1,False,True
LOC124902947,0,1,lncRNA,1,chr12,False,True
OR51S1,0,1,protein_coding,1,chr11,False,True
SLMO2-ATP5E,0,1,lncRNA,1,chr20,False,True
GAPDHP48,0,1,pseudogene,1,chr2,False,True
LOC105373883,0,1,lncRNA,1,chr2,False,True
FAM90A25P,0,1,transcribed_pseudogene,1,chr8,False,True
RNU1-33P,0,1,pseudogene,1,chr6,False,True
CD82,0,1,protein_coding,1,chr11,False,True
TTTY27P,0,1,pseudogene,1,chrY,False,True
LINC02324,0,1,lncRNA,1,chr14,False,True
LOC100288010,0,1,pseudogene,1,chr5,False,True
LOC105377492,0,1,lncRNA,1,chr4,False,True
LOC105374971,0,1,lncRNA,1,chr6,False,True
LOC105370700,0,1,lncRNA,1,chr14,False,True
SDAD1P1,0,1,transcribed_pseudogene,1,chr8,False,True
LOC105373715,0,1,lncRNA,1,chr2,False,True
LOC100130207,0,1,lncRNA,1,chr3,False,True
CDC42EP3,0,1,protein_coding,1,chr2,False,True
LOC124909359,0,1,lncRNA,1,chr3,False,True
LOC105371175,0,1,lncRNA,1,chr1,False,True
CTBP2P4,0,1,pseudogene,1,chr5,False,True
MALL,0,1,protein_coding,1,chr2,False,True
LOC105375916,0,1,lncRNA,1,chr8,False,True
LINC00400,0,1,lncRNA,1,chr13,False,True
LOC124905136,0,1,lncRNA,1,chr22,False,True
ABHD17AP3,0,1,pseudogene,1,chr1,False,True
LOC124903142,0,1,lncRNA,1,chr13,False,True
LOC107984649,0,1,lncRNA,1,chr14,False,True
LOC101927283,0,1,lncRNA,1,chr2,False,True
LOC124902057,0,1,lncRNA,1,chr8,False,True
RN7SL494P,0,1,pseudogene,1,chr15,False,True
AXIN2,0,1,protein_coding,1,chr17,False,True
UBE2H,0,1,protein_coding,1,chr7,False,True
LOC101928196,0,1,lncRNA,1,chr2,False,True
PPID,0,1,protein_coding,1,chr4,False,True
FAM86EP,0,1,transcribed_pseudogene,1,chr4,False,True
SDCBP2,0,1,protein_coding,1,chr20,False,True
LOC791095,0,1,pseudogene,1,chrX,False,True
LRRC2P1,0,1,pseudogene,1,chr2,False,True
LOC441179,0,1,lncRNA,1,chr6,False,True
IGIP,0,1,protein_coding,1,chr5,False,True
RNU6-239P,0,1,pseudogene,1,chr1,False,True
MFHAS1,0,1,protein_coding,1,chr8,False,True
C21orf140,0,1,protein_coding,1,chr21,False,True
LOC107984480,0,1,lncRNA,1,chr12,False,True
LOC112577592,0,1,lncRNA,1,chr18,False,True
LOC100420797,0,1,pseudogene,1,chr19,False,True
GSG1,0,1,protein_coding,1,chr12,False,True
LOC124902909,0,1,lncRNA,1,chr12,False,True
HSPE1P22,0,1,pseudogene,1,chr9,False,True
RN7SL132P,0,1,pseudogene,1,chr7,False,True
RYR3,0,1,protein_coding,1,chr15,False,True
RNU6-1325P,0,1,pseudogene,1,chr4,False,True
PKD1L1,0,1,protein_coding,1,chr7,False,True
LOC124905140,0,1,lncRNA,1,chr22,False,True
LOC107984211,0,1,lncRNA,1,chr10,False,True
NPIPB4,0,1,protein_coding,1,chr16,False,True
LOC124904574,0,1,lncRNA,1,chr1,False,True
OR7E97P,0,1,pseudogene,1,chr3,False,True
C4B,0,1,protein_coding,1,chr6,False,True
OR2B7P,0,1,pseudogene,1,chr6,False,True
RN7SL33P,0,1,pseudogene,1,chr17,False,True
LOC151760,0,1,lncRNA,1,chr3,False,True
PCDHA14,0,1,pseudogene,1,chr5,False,True
LINC00226,0,1,lncRNA,1,chr14,False,True
MIR369,0,1,miRNA,1,chr14,False,True
SLC30A4,0,1,protein_coding,1,chr15,False,True
MIR4312,0,1,miRNA,1,chr15,False,True
PHKA1-AS1,0,1,lncRNA,1,chrX,False,True
MTCYBP34,0,1,pseudogene,1,chr22,False,True
LOC107985076,0,1,lncRNA,1,chr1,False,True
RNU6-813P,0,1,pseudogene,1,chr6,False,True
OR51H1,0,1,transcribed_pseudogene,1,chr11,False,True
LOC105378724,0,1,lncRNA,1,chr1,False,True
SLC43A1,0,1,protein_coding,1,chr11,False,True
LINC00613,0,1,lncRNA,1,chr4,False,True
DDX50P1,0,1,pseudogene,1,chr2,False,True
LOC124909446,0,1,lncRNA,1,chr3,False,True
AMACR,0,1,protein_coding,1,chr5,False,True
LOC102724710,0,1,lncRNA,1,chr8,False,True
IVL,0,1,protein_coding,1,chr1,False,True
WEE1P1,0,1,pseudogene,1,chr4,False,True
LOC124902146,0,1,lncRNA,1,chr9,False,True
IGHV3-33-2,0,1,V_segment_pseudogene,1,chr14,False,True
IGLV10-67,0,1,V_segment_pseudogene,1,chr22,False,True
RNA5SP30,0,1,pseudogene,1,chr13,False,True
LOC107987365,0,3,lncRNA,1,chr2,False,True
LOC105375376,0,1,lncRNA,1,chr7,False,True
KIAA1958,0,1,protein_coding,1,chr9,False,True
MCM3AP-AS1,0,1,lncRNA,1,chr21,False,True
LOC105371287,0,1,lncRNA,1,chr16,False,True
