panel_order	panel_id	panel_label	query_name	query_chrom	arm	query_length	zoom_bp	query_start	query_end	relative_start	relative_end	window_overlap_bp	target_chrom	target_bucket	target_name	same_identity	inter_identity	delta_identity	intersection	inter_group_a	inter_group_b
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	426000	428000	426000	428000	2000	chr13	chr13	PAN011#joint#h2_chr13	0.996002	0.999000	0.002998	1998	PAN011#joint#h2_chr13:484574-486574	PAN027#2#chr15:426000-428000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	428000	430000	428000	430000	2000	chr13	chr13	PAN011#joint#h1_chr13	0.993752	1.000000	0.006248	2000	PAN011#joint#h1_chr13:378283-380283	PAN027#2#chr15:428000-430000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	430000	432000	430000	432000	2000	chr22	chr22	PAN011#joint#h1_chr22	0.984993	0.987500	0.002507	1975	PAN011#joint#h1_chr22:246751-248751	PAN027#2#chr15:430000-432000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	432000	434000	432000	434000	2000	chr13	chr13	PAN011#joint#h1_chr13	0.962241	0.964741	0.002501	1929	PAN011#joint#h1_chr13:382281-384280	PAN027#2#chr15:432000-434000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	434000	436000	434000	436000	2000	chr21	chr21	PAN011#joint#h1_chr21	0.963000	0.968500	0.005500	1937	PAN011#joint#h1_chr21:2185546-2187546	PAN027#2#chr15:434000-436000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	436000	438000	436000	438000	2000	chr22	chr22	PAN011#joint#h1_chr22	0.969500	0.972500	0.003000	1945	PAN011#joint#h1_chr22:252750-254750	PAN027#2#chr15:436000-438000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	438000	440000	438000	440000	2000	chr13	chr13	PAN011#joint#h2_chr13	0.085045	0.967000	0.881955	1934	PAN011#joint#h2_chr13:496571-498571	PAN027#2#chr15:438000-440000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	486000	488000	486000	488000	2000	chr14	chr14	PAN011#joint#h2_chr14	0.461655	0.996253	0.534598	1994	PAN011#joint#h2_chr14:273986-275989	PAN027#2#chr15:486000-488000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	488000	490000	488000	490000	2000	chr13	chr13	PAN011#joint#h2_chr13	0.965257	0.993736	0.028479	1983	PAN011#joint#h2_chr13:594761-596752	PAN027#2#chr15:488000-490000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	490000	492000	490000	492000	2000	chr13	chr13	PAN011#joint#h2_chr13	0.962575	0.996000	0.033425	1992	PAN011#joint#h2_chr13:596752-598752	PAN027#2#chr15:490000-492000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	492000	494000	492000	494000	2000	chr22	chr22	PAN011#joint#h1_chr22	0.968016	0.996251	0.028235	1993	PAN011#joint#h1_chr22:364356-366357	PAN027#2#chr15:492000-494000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	494000	496000	494000	496000	2000	chr13	chr13	PAN011#joint#h2_chr13	0.952117	0.995249	0.043132	1990	PAN011#joint#h2_chr13:600753-602752	PAN027#2#chr15:494000-496000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	496000	498000	496000	498000	2000	chr13	chr13	PAN011#joint#h2_chr13	0.970757	0.995500	0.024743	1991	PAN011#joint#h2_chr13:602752-604752	PAN027#2#chr15:496000-498000
4	chr15_p	chr15p acrocentric	PAN027#2#chr15	chr15	p	98817628	500000	498000	500000	498000	500000	2000	chr13	chr13	PAN011#joint#h2_chr13	0.950249	0.996502	0.046253	1994	PAN011#joint#h2_chr13:604752-606754	PAN027#2#chr15:498000-500000
5	chr9_q	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	q	136209149	500000	136204000	136206000	3149	5149	2000	chr3	chr3	PAN011#joint#h2_chr3	0.468903	0.968050	0.499147	1924	PAN011#joint#h2_chr3:205574810-205576785	PAN027#2#chr9:136204000-136206000
5	chr9_q	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	q	136209149	500000	136202000	136204000	5149	7149	2000	chr7	other	PAN011#joint#h2_chr7	0.982500	0.998000	0.015500	1996	PAN011#joint#h2_chr7:5572-7572	PAN027#2#chr9:136202000-136204000
5	chr9_q	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	q	136209149	500000	136200000	136202000	7149	9149	2000	chr7	other	PAN011#joint#h2_chr7	0.983483	0.999500	0.016017	1999	PAN011#joint#h2_chr7:7572-9572	PAN027#2#chr9:136200000-136202000
5	chr9_q	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	q	136209149	500000	136198000	136200000	9149	11149	2000	chr3	chr3	PAN011#joint#h2_chr3	0.983746	0.998500	0.014754	1997	PAN011#joint#h2_chr3:205568808-205570808	PAN027#2#chr9:136198000-136200000
5	chr9_q	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	q	136209149	500000	136196000	136198000	11149	13149	2000	chr7	other	PAN011#joint#h2_chr7	0.996749	0.999250	0.002501	1998	PAN011#joint#h2_chr7:11572-13571	PAN027#2#chr9:136196000-136198000
5	chr9_q	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	q	136209149	500000	136194000	136196000	13149	15149	2000	chr11	other	PAN011#joint#h1_chr11	0.998000	0.999500	0.001500	1999	PAN011#joint#h1_chr11:14285-16285	PAN027#2#chr9:136194000-136196000
5	chr9_q	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	q	136209149	500000	136190000	136192000	17149	19149	2000	chr3	chr3	PAN011#joint#h2_chr3	0.992000	0.993500	0.001500	1987	PAN011#joint#h2_chr3:205560808-205562808	PAN027#2#chr9:136190000-136192000
5	chr9_q	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	q	136209149	500000	136188000	136190000	19149	21149	2000	chr11	other	PAN011#joint#h1_chr11	0.993000	0.996251	0.003251	1993	PAN011#joint#h1_chr11:20285-22286	PAN027#2#chr9:136188000-136190000
5	chr9_q	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	q	136209149	500000	136186000	136188000	21149	23149	2000	chr3	chr3	PAN011#joint#h2_chr3	0.989737	0.998749	0.009012	1996	PAN011#joint#h2_chr3:205556811-205558808	PAN027#2#chr9:136186000-136188000
5	chr9_q	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	q	136209149	500000	136184000	136186000	23149	25149	2000	chr3	chr3	PAN011#joint#h2_chr3	0.978153	0.999500	0.021347	1999	PAN011#joint#h2_chr3:205554811-205556811	PAN027#2#chr9:136184000-136186000
5	chr9_q	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	q	136209149	500000	136182000	136184000	25149	27149	2000	chr3	chr3	PAN011#joint#h2_chr3	0.989742	0.998749	0.009007	1996	PAN011#joint#h2_chr3:205552814-205554811	PAN027#2#chr9:136182000-136184000
5	chr9_q	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	q	136209149	500000	136180000	136182000	27149	29149	2000	chr3	chr3	PAN011#joint#h2_chr3	0.993500	0.999250	0.005750	1998	PAN011#joint#h2_chr3:205550815-205552814	PAN027#2#chr9:136180000-136182000
5	chr9_q	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	q	136209149	500000	136178000	136180000	29149	31149	2000	chr3	chr3	PAN011#joint#h2_chr3	0.995251	0.999500	0.004249	1999	PAN011#joint#h2_chr3:205548815-205550815	PAN027#2#chr9:136178000-136180000
5	chr9_q	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	q	136209149	500000	136176000	136178000	31149	33149	2000	chr3	chr3	PAN011#joint#h2_chr3	0.998250	0.998500	0.000250	1997	PAN011#joint#h2_chr3:205546815-205548815	PAN027#2#chr9:136176000-136178000
5	chr9_q	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	q	136209149	500000	136174000	136176000	33149	35149	2000	chr3	chr3	PAN011#joint#h2_chr3	0.992240	0.995000	0.002760	1990	PAN011#joint#h2_chr3:205544815-205546815	PAN027#2#chr9:136174000-136176000
5	chr9_q	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	q	136209149	500000	136172000	136174000	35149	37149	2000	chr3	chr3	PAN011#joint#h2_chr3	0.993000	1.000000	0.007000	2000	PAN011#joint#h2_chr3:205542815-205544815	PAN027#2#chr9:136172000-136174000
5	chr9_q	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	q	136209149	500000	136170000	136172000	37149	39149	2000	chr3	chr3	PAN011#joint#h2_chr3	0.992481	0.998501	0.006020	1998	PAN011#joint#h2_chr3:205540813-205542815	PAN027#2#chr9:136170000-136172000
5	chr9_q	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	q	136209149	500000	136168000	136170000	39149	41149	2000	chr3	chr3	PAN011#joint#h2_chr3	0.996997	1.000000	0.003003	2000	PAN011#joint#h2_chr3:205538813-205540813	PAN027#2#chr9:136168000-136170000
5	chr9_q	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	q	136209149	500000	136164000	136166000	43149	45149	2000	chr3	chr3	PAN011#joint#h2_chr3	0.997494	0.999500	0.002007	2000	PAN011#joint#h2_chr3:205534811-205536813	PAN027#2#chr9:136164000-136166000
5	chr9_q	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	q	136209149	500000	136162000	136164000	45149	47149	2000	chr3	chr3	PAN011#joint#h2_chr3	0.999000	0.999500	0.000500	1999	PAN011#joint#h2_chr3:205532811-205534811	PAN027#2#chr9:136162000-136164000
5	chr9_q	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	q	136209149	500000	136156000	136158000	51149	53149	2000	chr3	chr3	PAN011#joint#h2_chr3	0.998749	1.000000	0.001251	2000	PAN011#joint#h2_chr3:205526811-205528811	PAN027#2#chr9:136156000-136158000
5	chr9_q	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	q	136209149	500000	136154000	136156000	53149	55149	2000	chr19	other	PAN011#joint#h2_chr19	0.999000	0.999500	0.000500	1999	PAN011#joint#h2_chr19:54690-56690	PAN027#2#chr9:136154000-136156000
5	chr9_q	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	q	136209149	500000	136152000	136154000	55149	57149	2000	chr3	chr3	PAN011#joint#h2_chr3	0.999250	0.999500	0.000250	1999	PAN011#joint#h2_chr3:205522811-205524811	PAN027#2#chr9:136152000-136154000
5	chr9_q	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	q	136209149	500000	136148000	136150000	59149	61149	2000	chr19	other	PAN011#joint#h2_chr19	0.989038	0.999250	0.010211	1998	PAN011#joint#h2_chr19:60690-62689	PAN027#2#chr9:136148000-136150000
5	chr9_q	PAN027 chr9q -> chr3q	PAN027#2#chr9	chr9	q	136209149	500000	136142000	136144000	65149	67149	2000	chr19	other	PAN011#joint#h2_chr19	0.999750	1.000000	0.000250	2000	PAN011#joint#h2_chr19:66689-68689	PAN027#2#chr9:136142000-136144000
