schema_version	analysis_layer	row_type	chromosome	arm	chrom_arm	chrom_arm_label	arm_sort_index	community	community_order	community_arms	arm_ontology_eligible_phr_copy_burden	arm_supported_term_contributor_row_burden	arm_unique_supported_coordinate_copy_burden	class_id	display_label	class_rank_in_arm	dominant_functional_class_flag	class_unique_coordinate_copy_burden	class_fraction_of_arm_eligible_burden	class_fraction_of_all_class_copies	functional_source_ids_json	functional_source_symbols_json	gene_names_json	copy_ids_json	representative_exact_terms_json	unclassified_supported_coordinate_copy_burden	ontology_redundancy_warning	summary_role
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	ARM_TOTAL_NO_DEFINED_CLASS	chr17	p	chr17_p	17p	33	C10	30	chr17_p	0	0	0													0	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr17	q	chr17_q	17q	34	C6	17	chr13_q|chr17_q|chr19_q|chr1_q|chr21_q|chr22_q	1	22	1	RPL23A_RIBOSOMAL_NUCLEOLAR	RPL23A / ribosomal / nucleolar	1	1	1	1	0.090909090909090912	"[""NCBIGene:6147""]"	"[""RPL23A""]"	"[""RPL23AP87""]"	"[""CHM13v2.0|chr17:84250806-84264715|+|RPL23AP87""]"	"[{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0005730"",""term_name"":""nucleolus""},{""collection"":""GO_MF"",""relation"":""direct"",""term_id"":""GO:0019843"",""term_name"":""rRNA binding""}]"	0	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	ARM_TOTAL_NO_DEFINED_CLASS	chr18	p	chr18_p	18p	35	C2	3	chr10_p|chr18_p	2	21	2													2	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	NO_SIGNAL_ARM	chr18	q	chr18_q	18q	36	NO_SIGNAL_ARM	9999		0	0	0													0	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr19	p	chr19_p	19p	37	C3	5	chr11_p|chr16_q|chr19_p|chr3_q|chr7_p|chr9_q	10	329	10	SEPTIN14_SEPTIN_CYTOKINESIS	SEPTIN14 / septin / cytokinesis	1	1	2	0.20000000000000001	0.10000000000000001	"[""NCBIGene:346288""]"	"[""SEPTIN14""]"	"[""SEPTIN14P19"",""SEPTIN14P22""]"	"[""CHM13v2.0|chr19:140030-142614|+|SEPTIN14P22_2"",""CHM13v2.0|chr19:140030-142614|-|SEPTIN14P19""]"	"[{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0031105"",""term_name"":""septin complex""},{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0005940"",""term_name"":""septin ring""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0061640"",""term_name"":""cytoskeleton-dependent cytokinesis""},{""collection"":""GO_BP"",""relation"":""ancestor"",""term_id"":""GO:0000910"",""term_name"":""cytokinesis""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:1905719"",""term_name"":""protein localization to perinuclear region of cytoplasm""}]"	4	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr19	p	chr19_p	19p	37	C3	5	chr11_p|chr16_q|chr19_p|chr3_q|chr7_p|chr9_q	10	329	10	WBP1L_CXCL12_SIGNALING	WBP1L / CXCL12 signaling	1	1	2	0.20000000000000001	0.14285714285714285	"[""NCBIGene:54838""]"	"[""WBP1L""]"	"[""WBP1LP11"",""WBP1LP9""]"	"[""CHM13v2.0|chr19:96468-96974|+|WBP1LP11"",""CHM13v2.0|chr19:96468-96974|-|WBP1LP9_1""]"	"[{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0038160"",""term_name"":""CXCL12-activated CXCR4 signaling pathway""},{""collection"":""GO_BP"",""relation"":""ancestor"",""term_id"":""GO:0038146"",""term_name"":""chemokine (C-X-C motif) ligand 12 signaling pathway""},{""collection"":""GO_BP"",""relation"":""ancestor"",""term_id"":""GO:0038159"",""term_name"":""C-X-C chemokine receptor CXCR4 signaling pathway""}]"	4	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr19	p	chr19_p	19p	37	C3	5	chr11_p|chr16_q|chr19_p|chr3_q|chr7_p|chr9_q	10	329	10	DDX11_HELICASE_CHROMOSOME	DDX11 / helicase / chromosome	2	0	1	0.10000000000000001	0.10000000000000001	"[""NCBIGene:1663""]"	"[""DDX11""]"	"[""DDX11L1""]"	"[""CHM13v2.0|chr19:4460-6999|+|DDX11L1""]"	"[{""collection"":""GO_MF"",""relation"":""direct"",""term_id"":""GO:0043139"",""term_name"":""5'-3' DNA helicase activity""},{""collection"":""GO_MF"",""relation"":""direct"",""term_id"":""GO:0160225"",""term_name"":""G-quadruplex unwinding activity""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0034085"",""term_name"":""establishment of sister chromatid cohesion""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:1990700"",""term_name"":""nucleolar chromatin organization""}]"	4	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr19	p	chr19_p	19p	37	C3	5	chr11_p|chr16_q|chr19_p|chr3_q|chr7_p|chr9_q	10	329	10	WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin / exocyst	2	0	1	0.10000000000000001	0.10000000000000001	"[""NCBIGene:100287171""]"	"[""WASHC1""]"	"[""WASH5P""]"	"[""CHM13v2.0|chr19:11934-21953|-|WASH5P""]"	"[{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0071203"",""term_name"":""WASH complex""},{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0000145"",""term_name"":""exocyst""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0034314"",""term_name"":""Arp2/3 complex-mediated actin nucleation""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0016197"",""term_name"":""endosomal transport""}]"	4	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr19	q	chr19_q	19q	38	C6	17	chr13_q|chr17_q|chr19_q|chr1_q|chr21_q|chr22_q	1	22	1	RPL23A_RIBOSOMAL_NUCLEOLAR	RPL23A / ribosomal / nucleolar	1	1	1	1	0.090909090909090912	"[""NCBIGene:6147""]"	"[""RPL23A""]"	"[""RPL23AP79""]"	"[""CHM13v2.0|chr19:61696473-61697001|+|RPL23AP79""]"	"[{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0005730"",""term_name"":""nucleolus""},{""collection"":""GO_MF"",""relation"":""direct"",""term_id"":""GO:0019843"",""term_name"":""rRNA binding""}]"	0	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr20	p	chr20_p	20p	39	C12	35	chr20_p|chr2_q	4	169	4	DDX11_HELICASE_CHROMOSOME	DDX11 / helicase / chromosome	1	1	1	0.25	0.10000000000000001	"[""NCBIGene:1663""]"	"[""DDX11""]"	"[""DDX11L9""]"	"[""CHM13v2.0|chr20:72708-75239|+|DDX11L9_1""]"	"[{""collection"":""GO_MF"",""relation"":""direct"",""term_id"":""GO:0043139"",""term_name"":""5'-3' DNA helicase activity""},{""collection"":""GO_MF"",""relation"":""direct"",""term_id"":""GO:0160225"",""term_name"":""G-quadruplex unwinding activity""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0034085"",""term_name"":""establishment of sister chromatid cohesion""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:1990700"",""term_name"":""nucleolar chromatin organization""}]"	1	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr20	p	chr20_p	20p	39	C12	35	chr20_p|chr2_q	4	169	4	RPL23A_RIBOSOMAL_NUCLEOLAR	RPL23A / ribosomal / nucleolar	1	1	1	0.25	0.090909090909090912	"[""NCBIGene:6147""]"	"[""RPL23A""]"	"[""RPL23AP21""]"	"[""CHM13v2.0|chr20:11293-11818|-|RPL23AP21""]"	"[{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0005730"",""term_name"":""nucleolus""},{""collection"":""GO_MF"",""relation"":""direct"",""term_id"":""GO:0019843"",""term_name"":""rRNA binding""}]"	1	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr20	p	chr20_p	20p	39	C12	35	chr20_p|chr2_q	4	169	4	WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin / exocyst	1	1	1	0.25	0.10000000000000001	"[""NCBIGene:100287171""]"	"[""WASHC1""]"	"[""WASH5P""]"	"[""CHM13v2.0|chr20:80190-92223|-|WASH5P_1""]"	"[{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0071203"",""term_name"":""WASH complex""},{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0000145"",""term_name"":""exocyst""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0034314"",""term_name"":""Arp2/3 complex-mediated actin nucleation""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0016197"",""term_name"":""endosomal transport""}]"	1	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr20	q	chr20_q	20q	40	C5	13	chr12_p|chr20_q|chr6_p|chr9_p	6	244	6	SEPTIN14_SEPTIN_CYTOKINESIS	SEPTIN14 / septin / cytokinesis	1	1	2	0.33333333333333331	0.10000000000000001	"[""NCBIGene:107126285"",""NCBIGene:346288""]"	"[""SEPTIN14"",""SEPTIN14P20""]"	"[""SEPTIN14P20"",""SEPTIN14P22""]"	"[""CHM13v2.0|chr20:66110851-66123819|+|SEPTIN14P20"",""CHM13v2.0|chr20:66115355-66117943|-|SEPTIN14P22_13""]"	"[{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0031105"",""term_name"":""septin complex""},{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0005940"",""term_name"":""septin ring""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0061640"",""term_name"":""cytoskeleton-dependent cytokinesis""},{""collection"":""GO_BP"",""relation"":""ancestor"",""term_id"":""GO:0000910"",""term_name"":""cytokinesis""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:1905719"",""term_name"":""protein localization to perinuclear region of cytoplasm""}]"	2	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr20	q	chr20_q	20q	40	C5	13	chr12_p|chr20_q|chr6_p|chr9_p	6	244	6	DDX11_HELICASE_CHROMOSOME	DDX11 / helicase / chromosome	2	0	1	0.16666666666666666	0.10000000000000001	"[""NCBIGene:1663""]"	"[""DDX11""]"	"[""DDX11L5""]"	"[""CHM13v2.0|chr20:66202741-66205279|-|DDX11L5_1""]"	"[{""collection"":""GO_MF"",""relation"":""direct"",""term_id"":""GO:0043139"",""term_name"":""5'-3' DNA helicase activity""},{""collection"":""GO_MF"",""relation"":""direct"",""term_id"":""GO:0160225"",""term_name"":""G-quadruplex unwinding activity""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0034085"",""term_name"":""establishment of sister chromatid cohesion""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:1990700"",""term_name"":""nucleolar chromatin organization""}]"	2	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr20	q	chr20_q	20q	40	C5	13	chr12_p|chr20_q|chr6_p|chr9_p	6	244	6	WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin / exocyst	2	0	1	0.16666666666666666	0.10000000000000001	"[""NCBIGene:100287171""]"	"[""WASHC1""]"	"[""WASH7P""]"	"[""CHM13v2.0|chr20:66187777-66202791|+|WASH7P""]"	"[{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0071203"",""term_name"":""WASH complex""},{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0000145"",""term_name"":""exocyst""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0034314"",""term_name"":""Arp2/3 complex-mediated actin nucleation""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0016197"",""term_name"":""endosomal transport""}]"	2	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	ARM_TOTAL_NO_DEFINED_CLASS	chr21	p	chr21_p	21p	41	C7	23	chr13_p|chr14_p|chr15_p|chr21_p|chr22_p	2	32	2													2	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chr21	q	chr21_q	21q	42	C6	17	chr13_q|chr17_q|chr19_q|chr1_q|chr21_q|chr22_q	1	22	1	RPL23A_RIBOSOMAL_NUCLEOLAR	RPL23A / ribosomal / nucleolar	1	1	1	1	0.090909090909090912	"[""NCBIGene:6147""]"	"[""RPL23A""]"	"[""RPL23AP4""]"	"[""CHM13v2.0|chr21:45077112-45077637|+|RPL23AP4""]"	"[{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0005730"",""term_name"":""nucleolus""},{""collection"":""GO_MF"",""relation"":""direct"",""term_id"":""GO:0019843"",""term_name"":""rRNA binding""}]"	0	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	ARM_TOTAL_NO_DEFINED_CLASS	chr22	p	chr22_p	22p	43	C7	23	chr13_p|chr14_p|chr15_p|chr21_p|chr22_p	0	0	0													0	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	ARM_TOTAL_NO_DEFINED_CLASS	chr22	q	chr22_q	22q	44	C6	17	chr13_q|chr17_q|chr19_q|chr1_q|chr21_q|chr22_q	0	0	0													0	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	ARM_TOTAL_NO_DEFINED_CLASS	chrX	p	chrX_p	Xp	45	C15	40	chrX_p|chrY_p	6	95	6													6	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chrX	q	chrX_q	Xq	46	C14	38	chrX_q|chrY_q	9	220	9	DDX11_HELICASE_CHROMOSOME	DDX11 / helicase / chromosome	1	1	1	0.1111111111111111	0.10000000000000001	"[""NCBIGene:1663""]"	"[""DDX11""]"	"[""DDX11L16""]"	"[""CHM13v2.0|chrX:154252395-154254921|-|DDX11L16""]"	"[{""collection"":""GO_MF"",""relation"":""direct"",""term_id"":""GO:0043139"",""term_name"":""5'-3' DNA helicase activity""},{""collection"":""GO_MF"",""relation"":""direct"",""term_id"":""GO:0160225"",""term_name"":""G-quadruplex unwinding activity""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0034085"",""term_name"":""establishment of sister chromatid cohesion""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:1990700"",""term_name"":""nucleolar chromatin organization""}]"	7	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	FUNCTIONAL_CLASS	chrX	q	chrX_q	Xq	46	C14	38	chrX_q|chrY_q	9	220	9	WASH_ENDOSOMAL_ACTIN_EXOCYST	WASH / endosomal actin / exocyst	1	1	1	0.1111111111111111	0.10000000000000001	"[""NCBIGene:100287171""]"	"[""WASHC1""]"	"[""WASH6P""]"	"[""CHM13v2.0|chrX:154249567-154252407|+|WASH6P""]"	"[{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0071203"",""term_name"":""WASH complex""},{""collection"":""GO_CC"",""relation"":""direct"",""term_id"":""GO:0000145"",""term_name"":""exocyst""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0034314"",""term_name"":""Arp2/3 complex-mediated actin nucleation""},{""collection"":""GO_BP"",""relation"":""direct"",""term_id"":""GO:0016197"",""term_name"":""endosomal transport""}]"	7	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	ARM_TOTAL_NO_DEFINED_CLASS	chrY	p	chrY_p	Yp	47	C15	40	chrX_p|chrY_p	0	0	0													0	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
chm13-physical-copy-ontology-v7-community-attribution-v1.0	HEADLINE_PRIMARY_MIDPOINT	ARM_TOTAL_NO_DEFINED_CLASS	chrY	q	chrY_q	Yq	48	C14	38	chrX_q|chrY_q	0	0	0													0	Ontology contributor rows are redundant annotations, not independent biological systems; unique coordinate-copy burden is the nonredundant display unit.	POST_INFERENCE_DISPLAY_ONLY_NOT_A_HYPOTHESIS_OR_TEST
